"DT_NOTIFIC_epiyearweek","UF","epiyear","epiweek","SRAG","Tipo","Situation","mean","50%","2.5%","97.5%","L0","L1","L2","L3","Run date"
"2009W02","RegN",2009,2,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W02","RegS",2009,2,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","11",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","12",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","13",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","14",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","15",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","16",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","17",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","21",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","22",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","23",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","24",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","25",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","26",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","27",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","28",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","29",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","31",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","32",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","33",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","35",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","41",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","42",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","43",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","50",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","51",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","52",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","53",2009,3,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","BR",2009,3,0,"País","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","RegC",2009,3,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","RegL",2009,3,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","RegN",2009,3,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W03","RegS",2009,3,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","11",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","12",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","13",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","14",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","15",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","16",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","17",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","21",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","22",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","23",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","24",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","25",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","26",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","27",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","28",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","29",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","31",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","32",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","33",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","35",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","41",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","42",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","43",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","50",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","51",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","52",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","53",2009,4,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","BR",2009,4,0,"País","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","RegC",2009,4,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","RegL",2009,4,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","RegN",2009,4,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W04","RegS",2009,4,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","11",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","12",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","13",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","14",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","15",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","16",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","17",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","21",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","22",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","23",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","24",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","25",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","26",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","27",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","28",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","29",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","31",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","32",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","33",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","35",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","41",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","42",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","43",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","50",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","51",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","52",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","53",2009,5,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","BR",2009,5,0,"País","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","RegC",2009,5,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","RegL",2009,5,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","RegN",2009,5,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W05","RegS",2009,5,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","11",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","12",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","13",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","14",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","15",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","16",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","17",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","21",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","22",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","23",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","24",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","25",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","26",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","27",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","28",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","29",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","31",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","32",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","33",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","35",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","41",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","42",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","43",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","50",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","51",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","52",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","53",2009,6,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","BR",2009,6,0,"País","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","RegC",2009,6,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","RegL",2009,6,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","RegN",2009,6,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W06","RegS",2009,6,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","11",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","12",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","13",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","14",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","15",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","16",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","17",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","21",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","22",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","23",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","24",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","25",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","26",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","27",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","28",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","29",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","31",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","32",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","33",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","35",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","41",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","42",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","43",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","50",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","51",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","52",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","53",2009,7,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","BR",2009,7,0,"País","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","RegC",2009,7,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","RegL",2009,7,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","RegN",2009,7,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W07","RegS",2009,7,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","11",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","12",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","13",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","14",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","15",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","16",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","17",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","21",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","22",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","23",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","24",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","25",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","26",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","27",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","28",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","29",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","31",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","32",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","33",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","35",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","41",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","42",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","43",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","50",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","51",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","52",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","53",2009,8,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","BR",2009,8,0,"País","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","RegC",2009,8,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","RegL",2009,8,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","RegN",2009,8,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W08","RegS",2009,8,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","11",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","12",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","13",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","14",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","15",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","16",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","17",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","21",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","22",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","23",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","24",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","25",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","26",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","27",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","28",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","29",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","31",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","32",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","33",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","35",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","41",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","42",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","43",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","50",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","51",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","52",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","53",2009,9,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","BR",2009,9,0,"País","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","RegC",2009,9,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","RegL",2009,9,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","RegN",2009,9,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W09","RegS",2009,9,0,"Regional","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W10","11",2009,10,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W10","12",2009,10,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W10","13",2009,10,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W10","14",2009,10,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W10","15",2009,10,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W10","16",2009,10,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W10","17",2009,10,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W10","21",2009,10,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W10","22",2009,10,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W10","23",2009,10,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
"2009W10","24",2009,10,0,"Estado","stable",0,0,0,0,1,0,0,0,2017-08-08
