UF,População,epiweek,corredor baixo,corredor mediano,corredor alto,Unidade da Federação,Tipo
32,4016356,21,0.02621787602078509,0.06486748858624804,0.160493209753191,Espírito Santo,Estado
32,4016356,22,0.023190753806917073,0.051485359810172666,0.11430168664859484,Espírito Santo,Estado
32,4016356,23,0.042474759465597846,0.065544433828579,0.10114413501007692,Espírito Santo,Estado
32,4016356,24,0.03682458735762765,0.0725368398550825,0.14288260952018586,Espírito Santo,Estado
32,4016356,25,0.02334024572619553,0.051291291347371454,0.11271503303533398,Espírito Santo,Estado
32,4016356,26,0.03542167629018072,0.05924520707963786,0.09909171246314454,Espírito Santo,Estado
32,4016356,27,0.019127086853677783,0.06800705262641356,0.2418015478422157,Espírito Santo,Estado
32,4016356,28,0.03166055228743687,0.05334163702034649,0.0898698864814006,Espírito Santo,Estado
32,4016356,29,0.03695539802209678,0.08970958270834836,0.217770871386474,Espírito Santo,Estado
32,4016356,30,0.03020733810654115,0.061445413476764,0.12498747238218016,Espírito Santo,Estado
32,4016356,31,0.022697556066460307,0.07814714406419915,0.26905875273571167,Espírito Santo,Estado
32,4016356,32,0.028307402651157464,0.07494805681150842,0.1984361224886668,Espírito Santo,Estado
32,4016356,33,0.032961091639748474,0.0666358163851212,0.13471434968970802,Espírito Santo,Estado
32,4016356,34,0.019635516848628368,0.05417618102897642,0.14947702235245477,Espírito Santo,Estado
32,4016356,35,0.03211675082008776,0.05820056542106028,0.10546850876373495,Espírito Santo,Estado
32,4016356,36,0.026092908816219954,0.0481225288564976,0.08875123121975971,Espírito Santo,Estado
32,4016356,37,0.025113179390110138,0.047334261583358725,0.08921738999420269,Espírito Santo,Estado
32,4016356,38,0.05298123015871678,0.06800705262641353,0.08729429635885594,Espírito Santo,Estado
32,4016356,39,0.025689291350031535,0.04136499828809876,0.06660608344777534,Espírito Santo,Estado
32,4016356,40,0.013976210864386034,0.04983003624167092,0.17766135155941748,Espírito Santo,Estado
32,4016356,41,0.025405392572604837,0.025742679905086333,0.02608444513509794,Espírito Santo,Estado
32,4016356,42,0.018112454542580845,0.03712736903167192,0.07610462336694078,Espírito Santo,Estado
32,4016356,43,0.020620235280558216,0.03243374429312403,0.05101531357712413,Espírito Santo,Estado
32,4016356,44,0.023061448232195837,0.04383220466803084,0.08331055997506225,Espírito Santo,Estado
32,4016356,45,0.020385582987096734,0.03243374429312403,0.05160253545545383,Espírito Santo,Estado
32,4016356,46,0.018350540537499037,0.03661735666036309,0.073067646484433,Espírito Santo,Estado
32,4016356,47,0.025799653050357373,0.026377693339211958,0.026968684599728326,Espírito Santo,Estado
32,4016356,48,0.025395033318488153,0.026062784828738878,0.026748094578581183,Espírito Santo,Estado
32,4016356,49,0.02222891900362027,0.03099404915512125,0.043215375559811114,Espírito Santo,Estado
32,4016356,50,0.025611810756468227,0.026158233874592256,0.026716314826161148,Espírito Santo,Estado
32,4016356,51,0.015096213898903428,0.04597183850215595,0.13999602479280085,Espírito Santo,Estado
32,4016356,52,0.018041363379118852,0.03640775357312879,0.07347141634405743,Espírito Santo,Estado
33,16718956,1,0.006800398294848279,0.010932198317635831,0.01757440592070293,Rio de Janeiro,Estado
33,16718956,2,0.004725423118194165,0.008082736039036207,0.013825348596868296,Rio de Janeiro,Estado
33,16718956,3,0.008682736086205298,0.0160950839363006,0.029835264407970446,Rio de Janeiro,Estado
33,16718956,4,0.004754108697577997,0.010906204527334066,0.025019473629755103,Rio de Janeiro,Estado
33,16718956,5,0.008425293715000497,0.015348729987990016,0.027961459886530517,Rio de Janeiro,Estado
33,16718956,6,0.01261931096622265,0.019011872600229306,0.02864271280221437,Rio de Janeiro,Estado
33,16718956,7,0.006278068427803103,0.011165006997790931,0.019856008690294264,Rio de Janeiro,Estado
