UF,epiweek,SRAG2009,SRAG2010,SRAG2011,SRAG2012,SRAG2013,SRAG2014,SRAG2015,SRAG2016,mediana pré-epidêmica,limiar pré-epidêmico,se relativa ao início do surto,se típica do início do surto,IC da se típica do início do surto,duração típica do surto,IC da duração típica do surto,limiar pós-epidêmico,intensidade baixa,intensidade alta,intensidade muito alta,corredor baixo,corredor mediano,corredor alto,População,curva epi. baixa,curva epi. mediana,curva epi. alta,SRAG2010 transladado,SRAG2011 transladado,SRAG2012 transladado,SRAG2013 transladado,SRAG2014 transladado,SRAG2015 transladado,n.seasons,Média geométrica do pico de infecção das temporadas regulares,Distância geométrica do pico na temporada SRAG2009,Distância geométrica do pico na temporada SRAG2010,Distância geométrica do pico na temporada SRAG2011,Distância geométrica do pico na temporada SRAG2012,Distância geométrica do pico na temporada SRAG2013,Distância geométrica do pico na temporada SRAG2014,Distância geométrica do pico na temporada SRAG2015
25,1,0.0,0.07964247959957885,0.0,0.0,0.0,0.0,0.0,0.0,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.0,0.07964247959957885,0.07964247959957885,3972202,0.0,0.0,0.0,,0.0,,,0.0,,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
25,2,0.0,0.0,0.0,0.0,0.0,0.02535570890124839,0.0,0.0,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.0,0.025355708901248393,0.025355708901248393,3972202,0.0,0.0,0.0,,0.0,,,0.0,,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
25,3,0.0,0.026547493199859617,0.0,0.0,0.0,0.0,0.025174953338223987,0.0,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.024541593840296493,0.025852116016939205,0.027232620134716168,3972202,0.0,0.0,0.0,,0.0,,,0.0,0.0,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.05034990667644797,0.0,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.0,0.05034990667644796,0.05034990667644796,3972202,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
25,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.0,0.0,0.0,3972202,0.0,0.02517495333822399,0.02517495333822399,,0.0,,0.0,0.0,0.025174953338223987,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
25,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.0,0.0,0.0,3972202,0.0,0.05034990667644796,0.05034990667644796,,0.0,,0.0,0.0,0.05034990667644797,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
25,7,0.0,0.0,0.0,0.026211144926400417,0.0,0.0,0.025174953338223987,0.05034990667644797,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.0246922506783749,0.025687824946140476,0.026723540071681522,3972202,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
25,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.0,0.0,0.0,3972202,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
25,9,0.0,0.053094986399719234,0.0,0.0,0.0,0.0,0.0,0.05034990667644797,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.0,0.05309498639971924,0.05309498639971924,3972202,0.0,0.02517495333822399,0.02517495333822399,,0.0,,0.0,0.0,0.025174953338223987,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
25,10,0.0,0.026547493199859617,0.0,0.026211144926400417,0.0,0.0,0.0,0.0,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.02605122073526604,0.026378782983567495,0.026710463926635796,3972202,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
25,11,0.0,0.026547493199859617,0.0,0.026211144926400417,0.0,0.0,0.0,0.07552486001467196,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.02605122073526604,0.026378782983567495,0.026710463926635796,3972202,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
25,12,0.0,0.0,0.0,0.026211144926400417,0.025546562314068925,0.0,0.0,0.05034990667644797,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.02523358617732984,0.02587672017828728,0.02653624587800211,3972202,0.0,0.025355708901248393,0.025355708901248393,,0.0,,0.0,0.02535570890124839,0.0,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
25,13,0.0,0.053094986399719234,0.0,0.026211144926400417,0.025546562314068925,0.0,0.0,0.30209944005868783,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.020555554157933427,0.03288193180644141,0.052599965489432715,3972202,0.0,0.07964247959957885,0.07964247959957885,0.07964247959957885,0.0,,0.0,0.0,0.0,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
25,14,0.0,0.053094986399719234,0.0,0.0,0.0,0.0,0.0,0.8559484134996156,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.0,0.05309498639971924,0.05309498639971924,3972202,0.0,0.025355708901248393,0.025355708901248393,0.0,0.0,0.0,0.0,0.02535570890124839,0.0,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
25,15,0.0,0.0,0.0,0.026211144926400417,0.0,0.0,0.0,0.7048986934702717,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.0,0.026211144926400417,0.026211144926400417,3972202,0.025079626444927432,0.02604221936226892,0.02704175801030344,0.026547493199859617,0.0,0.0,0.025546562314068925,0.0,0.0,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
25,16,0.0,0.0,0.0,0.026211144926400417,0.0,0.02535570890124839,0.0,0.3776243000733598,,0.12587476669111994,,,,,,0.018112083301439534,0.028759761943951332,0.2517495333822399,0.5034990667644798,0.024955087907941584,0.02577987898967415,0.02663193025702558,3972202,0.0,0.025546562314068922,0.025546562314068922,0.0,0.0,0.0,0.025546562314068925,0.0,0.0,6,0.05275190803527908,11.06 vez(es) maior,1.51 vez(es) maior,2.00 vez(es) menor,1.01 vez(es) menor,1.45 vez(es) maior,1.04 vez(es) menor,1.05 vez(es) menor
