UF,epiweek,SRAG2009,SRAG2010,SRAG2011,SRAG2012,SRAG2013,SRAG2014,SRAG2015,SRAG2016,mediana pré-epidêmica,limiar pré-epidêmico,se relativa ao início do surto,se típica do início do surto,IC da se típica do início do surto,duração típica do surto,IC da duração típica do surto,limiar pós-epidêmico,intensidade baixa,intensidade alta,intensidade muito alta,corredor baixo,corredor mediano,corredor alto,População,curva epi. baixa,curva epi. mediana,curva epi. alta,SRAG2012 transladado,SRAG2013 transladado,SRAG2014 transladado,n.seasons,Média geométrica do pico de infecção das temporadas regulares,Distância geométrica do pico na temporada SRAG2009,Distância geométrica do pico na temporada SRAG2010,Distância geométrica do pico na temporada SRAG2011,Distância geométrica do pico na temporada SRAG2012,Distância geométrica do pico na temporada SRAG2013,Distância geométrica do pico na temporada SRAG2014,Distância geométrica do pico na temporada SRAG2015
31,1,0.0,0.044698859314909516,0.0,0.1858477887047583,0.16024585793592847,0.1012824431177302,0.03833418602938382,0.014287374342542656,0.2426411022469538,0.380702995664215,-20.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.42959673784833985,0.3753887606517931,0.706984502702622,0.9352464244021329,0.05161221061084152,0.10369699143733435,0.2083434502395802,20997560,0.13190092435590786,0.15075763156454877,0.17231011523183654,0.16139413229623745,0.14082211758005836,,3,0.4442075667321078,10.28 vez(es) maior,3.73 vez(es) menor,1.80 vez(es) menor,1.20 vez(es) maior,2.24 vez(es) maior,1.15 vez(es) maior,1.72 vez(es) menor
31,2,0.0,0.034765779467151856,0.009854894075902888,0.12715901332430832,0.10197463686831812,0.19291893927186696,0.07666837205876764,0.03809966491344709,0.2426411022469538,0.380702995664215,-19.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.42959673784833985,0.3753887606517931,0.706984502702622,0.9352464244021329,0.02594368638403648,0.07166324619928849,0.19795262630756497,20997560,0.13301486110570634,0.16015305033892258,0.19282807439447175,0.17606632614134995,0.14567805266902584,,3,0.4442075667321078,10.28 vez(es) maior,3.73 vez(es) menor,1.80 vez(es) menor,1.20 vez(es) maior,2.24 vez(es) maior,1.15 vez(es) maior,1.72 vez(es) menor
31,3,0.0,0.019866159695515345,0.004927447037951444,0.11737755076089998,0.10683057195728564,0.19291893927186696,0.0431259592830568,0.057149497370170624,0.2426411022469538,0.380702995664215,-18.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.42959673784833985,0.3753887606517931,0.706984502702622,0.9352464244021329,0.015427005568466585,0.05523358583883456,0.19775380199847456,20997560,0.12040000470655961,0.12424531325969589,0.1282134324215598,0.12226828204260412,0.12625431231315576,,3,0.4442075667321078,10.28 vez(es) maior,3.73 vez(es) menor,1.80 vez(es) menor,1.20 vez(es) maior,2.24 vez(es) maior,1.15 vez(es) maior,1.72 vez(es) menor
31,4,0.0,0.044698859314909516,0.014782341113854331,0.1124868194791958,0.14082211758005836,0.16398109838108696,0.057501279044075725,0.04286212302762797,0.2426411022469538,0.380702995664215,-17.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.42959673784833985,0.3753887606517931,0.706984502702622,0.9352464244021329,0.03117954099773697,0.07392603350800597,0.17527706487479974,20997560,0.16670473958355359,0.20813051271297545,0.259850502333526,0.1858477887047583,0.23308488427044136,,3,0.4442075667321078,10.28 vez(es) maior,3.73 vez(es) menor,1.80 vez(es) menor,1.20 vez(es) maior,2.24 vez(es) maior,1.15 vez(es) maior,1.72 vez(es) menor
31,5,0.0,0.03973231939103069,0.0,0.1418312071694208,0.14567805266902584,0.12539731052671355,0.057501279044075725,0.057149497370170624,0.2426411022469538,0.380702995664215,-16.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.42959673784833985,0.3753887606517931,0.706984502702622,0.9352464244021329,0.0717671790158156,0.11047980867675057,0.17007479313854001,20997560,0.15344118353063735,0.1890564884644674,0.23293847849771487,0.2103014451132791,0.16995772811386353,,3,0.4442075667321078,10.28 vez(es) maior,3.73 vez(es) menor,1.80 vez(es) menor,1.20 vez(es) maior,2.24 vez(es) maior,1.15 vez(es) maior,1.72 vez(es) menor
31,6,0.0,0.03973231939103069,0.009854894075902888,0.16139413229623745,0.12625431231315576,0.13986623097210354,0.057501279044075725,0.019049832456723544,0.2426411022469538,0.380702995664215,-15.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.42959673784833985,0.3753887606517931,0.706984502702622,0.9352464244021329,0.025064418055553102,0.06944408499407989,0.19240346733669947,20997560,0.18425710403877957,0.19487115936643856,0.20609663302223374,0.2005199825498708,0.18938146846973364,,3,0.4442075667321078,10.28 vez(es) maior,3.73 vez(es) menor,1.80 vez(es) menor,1.20 vez(es) maior,2.24 vez(es) maior,1.15 vez(es) maior,1.72 vez(es) menor
31,7,0.0,0.03973231939103069,0.014782341113854331,0.17606632614134995,0.23308488427044136,0.178450018826477,0.06229305229774871,0.06191195548435152,0.2426411022469538,0.380702995664215,-14.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.42959673784833985,0.3753887606517931,0.706984502702622,0.9352464244021329,0.03395833790034056,0.09242255457239543,0.2515414216901866,20997560,0.1906332635969537,0.21881072291215853,0.2511530860771903,0.2347551015218,0.20394927373663624,,3,0.4442075667321078,10.28 vez(es) maior,3.73 vez(es) menor,1.80 vez(es) menor,1.20 vez(es) maior,2.24 vez(es) maior,1.15 vez(es) maior,1.72 vez(es) menor
31,8,0.0,0.06953155893430371,0.014782341113854331,0.12226828204260412,0.16995772811386353,0.178450018826477,0.10062723832713256,0.11906145285452215,0.2426411022469538,0.380702995664215,-13.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.42959673784833985,0.3753887606517931,0.706984502702622,0.9352464244021329,0.03600409172128606,0.08878222396772917,0.21892743062855607,20997560,0.2086943343979887,0.26152883605375254,0.3277392857114848,0.29344387690224993,0.23308488427044136,,3,0.4442075667321078,10.28 vez(es) maior,3.73 vez(es) menor,1.80 vez(es) menor,1.20 vez(es) maior,2.24 vez(es) maior,1.15 vez(es) maior,1.72 vez(es) menor
31,9,0.0,0.0844311787059402,0.009854894075902888,0.1858477887047583,0.18938146846973364,0.3086703028349872,0.15812851737120828,0.057149497370170624,0.2426411022469538,0.380702995664215,-12.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.42959673784833985,0.3753887606517931,0.706984502702622,0.9352464244021329,0.0332269137523582,0.1111041745431496,0.37151020684364816,20997560,0.09984229756033278,0.14150617041325653,0.2005562447411177,0.1858477887047583,0.1505339877579934,0.1012824431177302,3,0.4442075667321078,10.28 vez(es) maior,3.73 vez(es) menor,1.80 vez(es) menor,1.20 vez(es) maior,2.24 vez(es) maior,1.15 vez(es) maior,1.72 vez(es) menor
31,10,0.0,0.05463193916266719,0.0,0.2103014451132791,0.20394927373663624,0.1591581248992903,0.09104369181978658,0.0666744135985324,0.2426411022469538,0.380702995664215,-11.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.42959673784833985,0.3753887606517931,0.706984502702622,0.9352464244021329,0.10798609131587464,0.1578922354395151,0.23086267600114915,20997560,0.1649427505363426,0.2104724796656835,0.26856994049496596,0.2689902204937291,0.1796695982917986,0.19291893927186696,3,0.4442075667321078,10.28 vez(es) maior,3.73 vez(es) menor,1.80 vez(es) menor,1.20 vez(es) maior,2.24 vez(es) maior,1.15 vez(es) maior,1.72 vez(es) menor
