UF,epiweek,SRAG2009,SRAG2010,SRAG2011,SRAG2012,SRAG2013,SRAG2014,SRAG2015,SRAG2016,mediana pré-epidêmica,limiar pré-epidêmico,se relativa ao início do surto,se típica do início do surto,IC da se típica do início do surto,duração típica do surto,IC da duração típica do surto,limiar pós-epidêmico,intensidade baixa,intensidade alta,intensidade muito alta,corredor baixo,corredor mediano,corredor alto,População,curva epi. baixa,curva epi. mediana,curva epi. alta,SRAG2012 transladado,SRAG2013 transladado,SRAG2014 transladado,SRAG2015 transladado,n.seasons,Média geométrica do pico de infecção das temporadas regulares,Distância geométrica do pico na temporada SRAG2009,Distância geométrica do pico na temporada SRAG2010,Distância geométrica do pico na temporada SRAG2011,Distância geométrica do pico na temporada SRAG2012,Distância geométrica do pico na temporada SRAG2013,Distância geométrica do pico na temporada SRAG2014,Distância geométrica do pico na temporada SRAG2015
24,1,0.0,1.2558785069258636,0.0,0.0299536706575939,0.0592775430881051,0.058676665170411715,0.029051399188013388,0.0,0.07293005658106813,0.16802654391073596,-16.0,17.0,[13.0-23.0],10.0,[9.0-11.0],0.17379592851170206,0.1445548222157987,0.28776994979565457,0.5755398995913091,0.028178727186411866,0.04171028723512651,0.06173976736875771,3474998,0.02721901294491021,0.059285054216888955,0.12912730011970158,0.0299536706575939,0.1185550861762102,0.058676665170411715,,4,0.32498796953316705,22.89 vez(es) maior,3.86 vez(es) maior,10.73 vez(es) menor,1.21 vez(es) menor,1.19 vez(es) maior,1.26 vez(es) maior,1.24 vez(es) menor
24,2,0.0,1.1333537745428526,0.0,0.0299536706575939,0.0,0.0,0.058102798376026776,0.0,0.07293005658106813,0.16802654391073596,-15.0,17.0,[13.0-23.0],10.0,[9.0-11.0],0.17379592851170206,0.1445548222157987,0.28776994979565457,0.5755398995913091,0.021793986243589386,0.04171800674576971,0.0798565286491367,3474998,0.03022458298595856,0.04705457871494063,0.07325604389874175,0.0299536706575939,0.0592775430881051,0.058676665170411715,,4,0.32498796953316705,22.89 vez(es) maior,3.86 vez(es) maior,10.73 vez(es) menor,1.21 vez(es) menor,1.19 vez(es) maior,1.26 vez(es) maior,1.24 vez(es) menor
24,3,0.0,0.275680647861775,0.0,0.0299536706575939,0.02963877154405255,0.0,0.058102798376026776,0.02877699497956545,0.07293005658106813,0.16802654391073596,-14.0,17.0,[13.0-23.0],10.0,[9.0-11.0],0.17379592851170206,0.1445548222157987,0.28776994979565457,0.5755398995913091,0.02406176034120838,0.037225090854733606,0.05758960979966196,3474998,0.020826658402536558,0.04192351969718696,0.08439095076271863,0.0599073413151878,0.0,0.02933833258520585,,4,0.32498796953316705,22.89 vez(es) maior,3.86 vez(es) maior,10.73 vez(es) menor,1.21 vez(es) menor,1.19 vez(es) maior,1.26 vez(es) maior,1.24 vez(es) menor
24,4,0.0,0.3675741971490333,0.03028411649572797,0.0599073413151878,0.1185550861762102,0.058676665170411715,0.0,0.0,0.07293005658106813,0.16802654391073596,-13.0,17.0,[13.0-23.0],10.0,[9.0-11.0],0.17379592851170206,0.1445548222157987,0.28776994979565457,0.5755398995913091,0.04749053015256372,0.07469448775201723,0.11748166387304608,3474998,0.015159301799241715,0.059591610198960594,0.23425617176395933,0.1198146826303756,0.02963877154405255,0.0,,4,0.32498796953316705,22.89 vez(es) maior,3.86 vez(es) maior,10.73 vez(es) menor,1.21 vez(es) menor,1.19 vez(es) maior,1.26 vez(es) maior,1.24 vez(es) menor
24,5,0.0,0.12252473238301108,0.03028411649572797,0.1198146826303756,0.0592775430881051,0.058676665170411715,0.08715419756404018,0.0,0.07293005658106813,0.16802654391073596,-12.0,17.0,[13.0-23.0],10.0,[9.0-11.0],0.17379592851170206,0.1445548222157987,0.28776994979565457,0.5755398995913091,0.0554726548485569,0.077631591951106,0.1086420703194415,3474998,0.029296418528406202,0.029642527108444474,0.029992724623417236,0.0299536706575939,0.02963877154405255,0.02933833258520585,,4,0.32498796953316705,22.89 vez(es) maior,3.86 vez(es) maior,10.73 vez(es) menor,1.21 vez(es) menor,1.19 vez(es) maior,1.26 vez(es) maior,1.24 vez(es) menor
24,6,0.0,0.18378709857451664,0.0,0.0299536706575939,0.0,0.058676665170411715,0.08715419756404018,0.0,0.07293005658106813,0.16802654391073596,-11.0,17.0,[13.0-23.0],10.0,[9.0-11.0],0.17379592851170206,0.1445548222157987,0.28776994979565457,0.5755398995913091,0.02904318226332168,0.0535058491426702,0.09857307875293254,3474998,0.03480787723629875,0.10321569656943946,0.3060652031720226,0.1797220239455634,0.0592775430881051,0.0,,4,0.32498796953316705,22.89 vez(es) maior,3.86 vez(es) maior,10.73 vez(es) menor,1.21 vez(es) menor,1.19 vez(es) maior,1.26 vez(es) maior,1.24 vez(es) menor
24,7,0.0,0.09189354928725832,0.03028411649572797,0.1797220239455634,0.02963877154405255,0.02933833258520585,0.0,0.02877699497956545,0.07293005658106813,0.16802654391073596,-10.0,17.0,[13.0-23.0],10.0,[9.0-11.0],0.17379592851170206,0.1445548222157987,0.28776994979565457,0.5755398995913091,0.016537353509018693,0.053864046432339385,0.17544134232136732,3474998,0.022582285693720467,0.03881579597555298,0.06671893348841648,0.0299536706575939,0.08891631463215766,0.02933833258520585,0.029051399188013388,4,0.32498796953316705,22.89 vez(es) maior,3.86 vez(es) maior,10.73 vez(es) menor,1.21 vez(es) menor,1.19 vez(es) maior,1.26 vez(es) maior,1.24 vez(es) menor
24,8,0.0,0.15315591547876384,0.0,0.0299536706575939,0.02963877154405255,0.0,0.11620559675205355,0.02877699497956545,0.07293005658106813,0.16802654391073596,-9.0,17.0,[13.0-23.0],10.0,[9.0-11.0],0.17379592851170206,0.1445548222157987,0.28776994979565457,0.5755398995913091,0.019275714014470157,0.04690067555212799,0.11411631058619646,3474998,0.03598994548868092,0.07417254497703477,0.15286398336170098,0.1497683532879695,0.1185550861762102,0.02933833258520585,0.058102798376026776,4,0.32498796953316705,22.89 vez(es) maior,3.86 vez(es) maior,10.73 vez(es) menor,1.21 vez(es) menor,1.19 vez(es) maior,1.26 vez(es) maior,1.24 vez(es) menor
24,9,0.0,0.030631183095752777,0.0,0.1497683532879695,0.0592775430881051,0.02933833258520585,0.0,0.08633098493869637,0.07293005658106813,0.16802654391073596,-8.0,17.0,[13.0-23.0],10.0,[9.0-11.0],0.17379592851170206,0.1445548222157987,0.28776994979565457,0.5755398995913091,0.02531761028222955,0.06386288870264328,0.16109216106817492,3474998,0.02257148202916987,0.058987253898393266,0.1541545264053483,0.0299536706575939,0.2371101723524204,0.02933833258520585,0.058102798376026776,4,0.32498796953316705,22.89 vez(es) maior,3.86 vez(es) maior,10.73 vez(es) menor,1.21 vez(es) menor,1.19 vez(es) maior,1.26 vez(es) maior,1.24 vez(es) menor
24,10,0.0,0.12252473238301108,0.0,0.0299536706575939,0.08891631463215766,0.0,0.058102798376026776,0.0575539899591309,0.07293005658106813,0.16802654391073596,-7.0,17.0,[13.0-23.0],10.0,[9.0-11.0],0.17379592851170206,0.1445548222157987,0.28776994979565457,0.5755398995913091,0.028867819913999775,0.05368787128989376,0.09984777278738505,3474998,0.10926344659825868,0.1277257774052866,0.14930770282002812,0.1497683532879695,0.1185550861762102,0.11735333034082343,0.0,4,0.32498796953316705,22.89 vez(es) maior,3.86 vez(es) maior,10.73 vez(es) menor,1.21 vez(es) menor,1.19 vez(es) maior,1.26 vez(es) maior,1.24 vez(es) menor
