UF,epiweek,SRAG2009,SRAG2010,SRAG2011,SRAG2012,SRAG2013,SRAG2014,SRAG2015,SRAG2016,mediana pré-epidêmica,limiar pré-epidêmico,se relativa ao início do surto,se típica do início do surto,IC da se típica do início do surto,duração típica do surto,IC da duração típica do surto,limiar pós-epidêmico,intensidade baixa,intensidade alta,intensidade muito alta,corredor baixo,corredor mediano,corredor alto,População,curva epi. baixa,curva epi. mediana,curva epi. alta,SRAG2012 transladado,SRAG2013 transladado,SRAG2014 transladado,SRAG2015 transladado,n.seasons,Média geométrica do pico de infecção das temporadas regulares,Distância geométrica do pico na temporada SRAG2009,Distância geométrica do pico na temporada SRAG2010,Distância geométrica do pico na temporada SRAG2011,Distância geométrica do pico na temporada SRAG2012,Distância geométrica do pico na temporada SRAG2013,Distância geométrica do pico na temporada SRAG2014,Distância geométrica do pico na temporada SRAG2015
15,1,0.0,0.09164294859877932,0.0,0.0,0.0,0.049542205252365516,0.0,0.0,0.030888223004447414,0.09458825393439463,-13.0,14.0,[11.0-19.0],9.0,[6.0-13.0],0.0953590876967152,0.07612474197623836,0.2806471530111511,0.49958397957426526,0.0,0.049542205252365516,0.049542205252365516,8272724,0.012348329041028267,0.019664400053581967,0.031315057137084046,,0.0250951923383374,0.024771102626182758,0.01223224682031918,4,0.2650507633333073,11.69 vez(es) maior,4.54 vez(es) maior,10.27 vez(es) menor,1.49 vez(es) menor,3.83 vez(es) maior,1.43 vez(es) menor,1.81 vez(es) menor
15,2,0.0,0.14401034779808178,0.012899908449349734,0.0,0.0125475961691687,0.024771102626182758,0.01223224682031918,0.024175833739890268,0.030888223004447414,0.09458825393439463,-12.0,14.0,[11.0-19.0],9.0,[6.0-13.0],0.0953590876967152,0.07612474197623836,0.2806471530111511,0.49958397957426526,0.009923062030799517,0.015607644665689771,0.024548730145427432,8272724,0.0,0.036696740460957535,0.036696740460957535,,0.0,0.0,0.036696740460957535,4,0.2650507633333073,11.69 vez(es) maior,4.54 vez(es) maior,10.27 vez(es) menor,1.49 vez(es) menor,3.83 vez(es) maior,1.43 vez(es) menor,1.81 vez(es) menor
15,3,0.0,0.013091849799825616,0.0,0.0,0.0125475961691687,0.0,0.036696740460957535,0.0,0.030888223004447414,0.09458825393439463,-11.0,14.0,[11.0-19.0],9.0,[6.0-13.0],0.0953590876967152,0.07612474197623836,0.2806471530111511,0.49958397957426526,0.007496469635413905,0.021458235715661453,0.061423030095881286,8272724,0.007451788363634049,0.02159228308047955,0.06256574474160138,0.0,0.0125475961691687,0.037156653939274135,0.0,4,0.2650507633333073,11.69 vez(es) maior,4.54 vez(es) maior,10.27 vez(es) menor,1.49 vez(es) menor,3.83 vez(es) maior,1.43 vez(es) menor,1.81 vez(es) menor
15,4,0.0,0.05236739919930247,0.012899908449349734,0.0,0.0250951923383374,0.037156653939274135,0.0,0.024175833739890268,0.030888223004447414,0.09458825393439463,-10.0,14.0,[11.0-19.0],9.0,[6.0-13.0],0.0953590876967152,0.07612474197623836,0.2806471530111511,0.49958397957426526,0.020786409788587323,0.03053609957501329,0.044858798933478446,8272724,0.0,0.024771102626182755,0.024771102626182755,0.0,0.0,0.024771102626182758,0.0,4,0.2650507633333073,11.69 vez(es) maior,4.54 vez(es) maior,10.27 vez(es) menor,1.49 vez(es) menor,3.83 vez(es) maior,1.43 vez(es) menor,1.81 vez(es) menor
15,5,0.0,0.1571021975979074,0.0,0.0,0.0,0.024771102626182758,0.0,0.024175833739890268,0.030888223004447414,0.09458825393439463,-9.0,14.0,[11.0-19.0],9.0,[6.0-13.0],0.0953590876967152,0.07612474197623836,0.2806471530111511,0.49958397957426526,0.0,0.024771102626182755,0.024771102626182755,8272724,0.0,0.036696740460957535,0.036696740460957535,0.0,0.0,0.0,0.036696740460957535,4,0.2650507633333073,11.69 vez(es) maior,4.54 vez(es) maior,10.27 vez(es) menor,1.49 vez(es) menor,3.83 vez(es) maior,1.43 vez(es) menor,1.81 vez(es) menor
15,6,0.0,0.14401034779808178,0.012899908449349734,0.0,0.0125475961691687,0.0,0.036696740460957535,0.012087916869945136,0.030888223004447414,0.09458825393439463,-8.0,14.0,[11.0-19.0],9.0,[6.0-13.0],0.0953590876967152,0.07612474197623836,0.2806471530111511,0.49958397957426526,0.007496469635413905,0.021458235715661453,0.061423030095881286,8272724,0.04923407067042315,0.04986524179573386,0.050504504411022964,0.0,0.0501903846766748,0.049542205252365516,0.0,4,0.2650507633333073,11.69 vez(es) maior,4.54 vez(es) maior,10.27 vez(es) menor,1.49 vez(es) menor,3.83 vez(es) maior,1.43 vez(es) menor,1.81 vez(es) menor
15,7,0.0,0.20946959679720986,0.0,0.0,0.0,0.049542205252365516,0.0,0.048351667479780536,0.030888223004447414,0.09458825393439463,-7.0,14.0,[11.0-19.0],9.0,[6.0-13.0],0.0953590876967152,0.07612474197623836,0.2806471530111511,0.49958397957426526,0.0,0.049542205252365516,0.049542205252365516,8272724,0.035575829643715966,0.08401926960931798,0.19842791401858959,0.0,0.16311875019919309,0.09908441050473103,0.036696740460957535,4,0.2650507633333073,11.69 vez(es) maior,4.54 vez(es) maior,10.27 vez(es) menor,1.49 vez(es) menor,3.83 vez(es) maior,1.43 vez(es) menor,1.81 vez(es) menor
15,8,0.0,0.8247865373890139,0.0,0.0,0.0,0.09908441050473103,0.036696740460957535,0.036263750609835416,0.030888223004447414,0.09458825393439463,-6.0,14.0,[11.0-19.0],9.0,[6.0-13.0],0.0953590876967152,0.07612474197623836,0.2806471530111511,0.49958397957426526,0.022781058299859682,0.060299874759563894,0.15960956897430384,8272724,0.03346783102007964,0.04090360044147685,0.04999142394594306,0.0,0.0501903846766748,0.037156653939274135,0.036696740460957535,4,0.2650507633333073,11.69 vez(es) maior,4.54 vez(es) maior,10.27 vez(es) menor,1.49 vez(es) menor,3.83 vez(es) maior,1.43 vez(es) menor,1.81 vez(es) menor
15,9,0.0,1.2044501815839568,0.012899908449349734,0.0,0.0501903846766748,0.037156653939274135,0.036696740460957535,0.024175833739890268,0.030888223004447414,0.09458825393439463,-5.0,14.0,[11.0-19.0],9.0,[6.0-13.0],0.0953590876967152,0.07612474197623836,0.2806471530111511,0.49958397957426526,0.03346783102007964,0.04090360044147685,0.04999142394594306,8272724,0.021487358026181486,0.028360972527631572,0.03743339510297222,0.0,0.037642788507506096,0.024771102626182758,0.02446449364063836,4,0.2650507633333073,11.69 vez(es) maior,4.54 vez(es) maior,10.27 vez(es) menor,1.49 vez(es) menor,3.83 vez(es) maior,1.43 vez(es) menor,1.81 vez(es) menor
15,10,0.0,1.1913583317841312,0.0,0.012718871103526142,0.16311875019919309,0.024771102626182758,0.02446449364063836,0.036263750609835416,0.030888223004447414,0.09458825393439463,-4.0,14.0,[11.0-19.0],9.0,[6.0-13.0],0.0953590876967152,0.07612474197623836,0.2806471530111511,0.49958397957426526,0.011388625041839007,0.03348563239960296,0.09845679992817438,8272724,0.046111851299027964,0.05337739392521273,0.06178772055303267,0.0,0.0501903846766748,0.06192775656545689,0.04892898728127672,4,0.2650507633333073,11.69 vez(es) maior,4.54 vez(es) maior,10.27 vez(es) menor,1.49 vez(es) menor,3.83 vez(es) maior,1.43 vez(es) menor,1.81 vez(es) menor
