UF,epiweek,SRAG2009,SRAG2010,SRAG2011,SRAG2012,SRAG2013,SRAG2014,SRAG2015,SRAG2016,mediana pré-epidêmica,limiar pré-epidêmico,se relativa ao início do surto,se típica do início do surto,IC da se típica do início do surto,duração típica do surto,IC da duração típica do surto,limiar pós-epidêmico,intensidade baixa,intensidade alta,intensidade muito alta,corredor baixo,corredor mediano,corredor alto,População,curva epi. baixa,curva epi. mediana,curva epi. alta,SRAG2014 transladado,SRAG2015 transladado,n.seasons,Média geométrica do pico de infecção das temporadas regulares,Distância geométrica do pico na temporada SRAG2009,Distância geométrica do pico na temporada SRAG2010,Distância geométrica do pico na temporada SRAG2011,Distância geométrica do pico na temporada SRAG2012,Distância geométrica do pico na temporada SRAG2013,Distância geométrica do pico na temporada SRAG2014,Distância geométrica do pico na temporada SRAG2015
51,1,0.0,0.032793895613094995,0.0,0.03185908598831026,0.0,0.031013935491634455,0.0,0.030252325571897526,,0.15126162785948763,,,,,,0.11443519175617219,0.0964813547898694,0.30252325571897526,0.6050465114379505,0.03088958465358105,0.031880691570822156,0.03290359862174649,3305531,0.0,0.031013935491634458,0.031013935491634458,0.031013935491634455,,2,0.15916689127991646,8.37 vez(es) maior,1.21 vez(es) menor,4.93 vez(es) menor,1.67 vez(es) menor,1.69 vez(es) menor,2.53 vez(es) maior,1.35 vez(es) maior
51,2,0.0,0.13117558245237998,0.0,0.0,0.0,0.031013935491634455,0.0,0.0,,0.15126162785948763,,,,,,0.11443519175617219,0.0964813547898694,0.30252325571897526,0.6050465114379505,0.015521940660822778,0.06378299971195843,0.2620980933475648,3305531,0.0,0.031013935491634458,0.031013935491634458,0.031013935491634455,0.0,2,0.15916689127991646,8.37 vez(es) maior,1.21 vez(es) menor,4.93 vez(es) menor,1.67 vez(es) menor,1.69 vez(es) menor,2.53 vez(es) maior,1.35 vez(es) maior
51,3,0.0,0.0,0.032314907480804136,0.0,0.031425659616738946,0.031013935491634455,0.0,0.0,,0.15126162785948763,,,,,,0.11443519175617219,0.0964813547898694,0.30252325571897526,0.6050465114379505,0.030818235628572686,0.03121911882381698,0.03162521670228215,3305531,0.0,0.031013935491634458,0.031013935491634458,0.031013935491634455,0.0,2,0.15916689127991646,8.37 vez(es) maior,1.21 vez(es) menor,4.93 vez(es) menor,1.67 vez(es) menor,1.69 vez(es) menor,2.53 vez(es) maior,1.35 vez(es) maior
51,4,0.0,0.0,0.0,0.0,0.0,0.06202787098326892,0.0,0.0,,0.15126162785948763,,,,,,0.11443519175617219,0.0964813547898694,0.30252325571897526,0.6050465114379505,0.0,0.06202787098326892,0.06202787098326892,3305531,0.0,0.06202787098326892,0.06202787098326892,0.06202787098326892,0.0,2,0.15916689127991646,8.37 vez(es) maior,1.21 vez(es) menor,4.93 vez(es) menor,1.67 vez(es) menor,1.69 vez(es) menor,2.53 vez(es) maior,1.35 vez(es) maior
51,5,0.0,0.0,0.032314907480804136,0.0,0.0,0.06202787098326892,0.0,0.030252325571897526,,0.15126162785948763,,,,,,0.11443519175617219,0.0964813547898694,0.30252325571897526,0.6050465114379505,0.0,0.06202787098326892,0.06202787098326892,3305531,0.0,0.06202787098326892,0.06202787098326892,0.06202787098326892,0.0,2,0.15916689127991646,8.37 vez(es) maior,1.21 vez(es) menor,4.93 vez(es) menor,1.67 vez(es) menor,1.69 vez(es) menor,2.53 vez(es) maior,1.35 vez(es) maior
51,6,0.0,0.0,0.0,0.0,0.0,0.06202787098326892,0.0,0.030252325571897526,,0.15126162785948763,,,,,,0.11443519175617219,0.0964813547898694,0.30252325571897526,0.6050465114379505,0.0,0.06202787098326892,0.06202787098326892,3305531,0.0,0.06202787098326892,0.06202787098326892,0.06202787098326892,0.0,2,0.15916689127991646,8.37 vez(es) maior,1.21 vez(es) menor,4.93 vez(es) menor,1.67 vez(es) menor,1.69 vez(es) menor,2.53 vez(es) maior,1.35 vez(es) maior
51,7,0.0,0.0,0.0,0.03185908598831026,0.0,0.06202787098326892,0.030623313038243005,0.09075697671569258,,0.15126162785948763,,,,,,0.11443519175617219,0.0964813547898694,0.30252325571897526,0.6050465114379505,0.02506464839285153,0.039260647115542294,0.0614969094228646,3305531,0.0,0.06202787098326892,0.06202787098326892,0.06202787098326892,0.0,2,0.15916689127991646,8.37 vez(es) maior,1.21 vez(es) menor,4.93 vez(es) menor,1.67 vez(es) menor,1.69 vez(es) menor,2.53 vez(es) maior,1.35 vez(es) maior
51,8,0.0,0.032793895613094995,0.0,0.0,0.031425659616738946,0.06202787098326892,0.0,0.030252325571897526,,0.15126162785948763,,,,,,0.11443519175617219,0.0964813547898694,0.30252325571897526,0.6050465114379505,0.025984451376573542,0.039984170957363556,0.06152656078738782,3305531,0.021823330877015303,0.04358324116235958,0.08703982544740585,0.06202787098326892,0.030623313038243005,2,0.15916689127991646,8.37 vez(es) maior,1.21 vez(es) menor,4.93 vez(es) menor,1.67 vez(es) menor,1.69 vez(es) menor,2.53 vez(es) maior,1.35 vez(es) maior
51,9,0.0,0.09838168683928497,0.0,0.0,0.031425659616738946,0.031013935491634455,0.0,0.030252325571897526,,0.15126162785948763,,,,,,0.11443519175617219,0.0964813547898694,0.30252325571897526,0.6050465114379505,0.02162183473115303,0.04577044997158135,0.0968897467143536,3305531,0.0,0.031013935491634458,0.031013935491634458,0.031013935491634455,0.0,2,0.15916689127991646,8.37 vez(es) maior,1.21 vez(es) menor,4.93 vez(es) menor,1.67 vez(es) menor,1.69 vez(es) menor,2.53 vez(es) maior,1.35 vez(es) maior
51,10,0.0,0.06558779122618999,0.0,0.0,0.06285131923347789,0.0,0.030623313038243005,0.09075697671569258,,0.15126162785948763,,,,,,0.11443519175617219,0.0964813547898694,0.30252325571897526,0.6050465114379505,0.03090879296813917,0.050164504372727584,0.08141623328854651,3305531,0.0,0.0,0.0,0.0,0.0,2,0.15916689127991646,8.37 vez(es) maior,1.21 vez(es) menor,4.93 vez(es) menor,1.67 vez(es) menor,1.69 vez(es) menor,2.53 vez(es) maior,1.35 vez(es) maior
