UF,epiweek,SRAG2009,SRAG2010,SRAG2011,SRAG2012,SRAG2013,SRAG2014,SRAG2015,SRAG2016,Média geométrica do pico de infecção das temporadas regulares,Distância geométrica do pico na temporada SRAG2009,Distância geométrica do pico na temporada SRAG2010,Distância geométrica do pico na temporada SRAG2011,Distância geométrica do pico na temporada SRAG2012,Distância geométrica do pico na temporada SRAG2013,Distância geométrica do pico na temporada SRAG2014,Distância geométrica do pico na temporada SRAG2015,limiar pré-epidêmico absoluto,limiar pós-epidêmico absoluto,intensidade baixa absoluto,intensidade alta absoluto,intensidade muito alta absoluto,corredor baixo,corredor mediano,corredor alto,se relativa ao início do surto,se típica do início do surto,duração típica do surto,curva epi. baixa,curva epi. mediana,curva epi. alta,SRAG2012 transladado,SRAG2013 transladado,SRAG2014 transladado,n.seasons
31,41,89.0,2.0,32.0,36.0,73.0,27.0,12.0,6.0,91.44711266341301,9.97 vez(es) maior,3.81 vez(es) menor,1.83 vez(es) menor,1.19 vez(es) maior,2.24 vez(es) maior,1.16 vez(es) maior,1.69 vez(es) menor,78.26828786576009,88.4443779013461,77.31052618712569,145.44387095094763,192.31051940134287,17.403516848417155,30.694747834239458,54.13661806482738,20.0,21.0,10.0,21.937131349402108,38.49401154960525,67.54706901189827,23.0,62.0,40.0,3
31,42,58.0,1.0,33.0,33.0,67.0,21.0,12.0,0.0,91.44711266341301,9.97 vez(es) maior,3.81 vez(es) menor,1.83 vez(es) menor,1.19 vez(es) maior,2.24 vez(es) maior,1.16 vez(es) maior,1.69 vez(es) menor,78.26828786576009,88.4443779013461,77.31052618712569,145.44387095094763,192.31051940134287,16.256107579908594,28.372698601780428,49.52046619957221,21.0,21.0,10.0,27.23541219138579,46.20731879330342,78.39485942280984,27.0,63.0,58.0,3
31,43,55.0,2.0,42.0,44.0,73.0,23.0,13.0,,91.44711266341301,9.97 vez(es) maior,3.81 vez(es) menor,1.83 vez(es) menor,1.19 vez(es) maior,2.24 vez(es) maior,1.16 vez(es) maior,1.69 vez(es) menor,78.26828786576009,88.4443779013461,77.31052618712569,145.44387095094763,192.31051940134287,18.534073939229383,33.200085570643466,59.47131135400434,22.0,21.0,10.0,18.841401833000525,29.441519691558536,46.005233019882425,20.0,44.0,29.0,3
31,44,40.0,5.0,27.0,28.0,62.0,21.0,13.0,,91.44711266341301,9.97 vez(es) maior,3.81 vez(es) menor,1.83 vez(es) menor,1.19 vez(es) maior,2.24 vez(es) maior,1.16 vez(es) maior,1.69 vez(es) menor,78.26828786576009,88.4443779013461,77.31052618712569,145.44387095094763,192.31051940134287,16.05015166837093,26.388531721480117,43.38616985083242,23.0,21.0,10.0,17.155357835099117,33.68803444800894,66.15330766510242,18.0,59.0,36.0,3
31,45,31.0,0.0,37.0,28.0,63.0,28.0,8.0,,91.44711266341301,9.97 vez(es) maior,3.81 vez(es) menor,1.83 vez(es) menor,1.19 vez(es) maior,2.24 vez(es) maior,1.16 vez(es) maior,1.69 vez(es) menor,78.26828786576009,88.4443779013461,77.31052618712569,145.44387095094763,192.31051940134287,13.943504210165276,27.101271353897314,52.675346019698246,24.0,21.0,10.0,21.130896783483195,31.077502917501384,45.70611448645313,23.0,45.0,29.0,3
31,46,16.0,2.0,35.0,23.0,44.0,25.0,17.0,,91.44711266341301,9.97 vez(es) maior,3.81 vez(es) menor,1.83 vez(es) menor,1.19 vez(es) maior,2.24 vez(es) maior,1.16 vez(es) maior,1.69 vez(es) menor,78.26828786576009,88.4443779013461,77.31052618712569,145.44387095094763,192.31051940134287,19.689732277028117,27.260103309703823,37.741154729803554,25.0,21.0,10.0,24.050601304120956,32.24935399222771,43.243028303737695,26.0,30.0,43.0,3
31,47,21.0,6.0,20.0,27.0,59.0,27.0,9.0,,91.44711266341301,9.97 vez(es) maior,3.81 vez(es) menor,1.83 vez(es) menor,1.19 vez(es) maior,2.24 vez(es) maior,1.16 vez(es) maior,1.69 vez(es) menor,78.26828786576009,88.4443779013461,77.31052618712569,145.44387095094763,192.31051940134287,13.187282180141686,23.86549293435221,43.190230194459666,26.0,21.0,10.0,18.13534905407743,26.687761086831784,39.273387553997935,18.0,33.0,32.0,3
31,48,10.0,1.0,28.0,20.0,45.0,22.0,12.0,,91.44711266341301,9.97 vez(es) maior,3.81 vez(es) menor,1.83 vez(es) menor,1.19 vez(es) maior,2.24 vez(es) maior,1.16 vez(es) maior,1.69 vez(es) menor,78.26828786576009,88.4443779013461,77.31052618712569,145.44387095094763,192.31051940134287,15.159420579354816,23.152659967354044,35.36056412960426,27.0,21.0,10.0,26.497069587104196,31.85906464414798,38.30612274551252,,35.0,29.0,3
31,49,12.0,2.0,16.0,18.0,30.0,22.0,2.0,,91.44711266341301,9.97 vez(es) maior,3.81 vez(es) menor,1.83 vez(es) menor,1.19 vez(es) maior,2.24 vez(es) maior,1.16 vez(es) maior,1.69 vez(es) menor,78.26828786576009,88.4443779013461,77.31052618712569,145.44387095094763,192.31051940134287,5.08748266314011,13.061506888279707,33.53386605690725,28.0,21.0,10.0,26.08962824514255,27.982137159266454,30.01192629664173,,29.0,27.0,3
31,50,14.0,3.0,27.0,23.0,33.0,23.0,10.0,,91.44711266341301,9.97 vez(es) maior,3.81 vez(es) menor,1.83 vez(es) menor,1.19 vez(es) maior,2.24 vez(es) maior,1.16 vez(es) maior,1.69 vez(es) menor,78.26828786576009,88.4443779013461,77.31052618712569,145.44387095094763,192.31051940134287,14.495247010546928,21.61059255315337,32.21867900275171,29.0,21.0,10.0,0.0,21.0,21.0,,,21.0,3
31,51,12.0,2.0,24.0,26.0,35.0,16.0,10.0,,91.44711266341301,9.97 vez(es) maior,3.81 vez(es) menor,1.83 vez(es) menor,1.19 vez(es) maior,2.24 vez(es) maior,1.16 vez(es) maior,1.69 vez(es) menor,78.26828786576009,88.4443779013461,77.31052618712569,145.44387095094763,192.31051940134287,13.29694307755135,20.355160134709305,31.15998479448697,30.0,21.0,10.0,0.0,23.0,23.0,,,23.0,3
