UF,epiweek,SRAG2009,SRAG2010,SRAG2011,SRAG2012,SRAG2013,SRAG2014,SRAG2015,SRAG2016,mediana pré-epidêmica,limiar pré-epidêmico,se relativa ao início do surto,se típica do início do surto,IC da se típica do início do surto,duração típica do surto,IC da duração típica do surto,limiar pós-epidêmico,intensidade baixa,intensidade alta,intensidade muito alta,corredor baixo,corredor mediano,corredor alto,População,curva epi. baixa,curva epi. mediana,curva epi. alta,SRAG2012 transladado,SRAG2013 transladado,SRAG2014 transladado,n.seasons,Média geométrica do pico de infecção das temporadas regulares,Distância geométrica do pico na temporada SRAG2009,Distância geométrica do pico na temporada SRAG2010,Distância geométrica do pico na temporada SRAG2011,Distância geométrica do pico na temporada SRAG2012,Distância geométrica do pico na temporada SRAG2013,Distância geométrica do pico na temporada SRAG2014,Distância geométrica do pico na temporada SRAG2015
31,42,0.2895126777851182,0.005103262214441222,0.16726899556133978,0.16620220704443522,0.3253476509608245,0.10128244311773016,0.057501279044075725,,0.24557163896581236,0.38456820540987313,21.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.4313103339977762,0.379438975322422,0.7105269946832689,0.9375537869965734,0.07915017126097867,0.1394191135173729,0.2455798756250192,20869101,0.137030321694773,0.22661098936601298,0.37475311935578776,0.135983623945447,0.30592391060495433,0.27973246194420714,3,0.44935716408929566,10.13 vez(es) maior,3.67 vez(es) menor,1.77 vez(es) menor,1.22 vez(es) maior,2.22 vez(es) maior,1.14 vez(es) maior,1.74 vez(es) menor
31,43,0.2745378841065776,0.010206524428882443,0.2128878125326143,0.22160294272591366,0.3544832614946296,0.11092839008132352,0.057501279044075725,,0.24557163896581236,0.38456820540987313,22.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.4313103339977762,0.379438975322422,0.7105269946832689,0.9375537869965734,0.08635969618581818,0.1605493139694429,0.2984735166343909,20869101,0.0942458871904909,0.14438777405777412,0.22120678067596675,0.10072861032996074,0.21366114391457128,0.13986623097210354,3,0.44935716408929566,10.13 vez(es) maior,3.67 vez(es) menor,1.77 vez(es) menor,1.22 vez(es) maior,2.22 vez(es) maior,1.14 vez(es) maior,1.74 vez(es) menor
31,44,0.19966391571387465,0.02551631107220611,0.13685645091382348,0.14102005446194504,0.3010679755159868,0.10128244311773016,0.06229305229774871,,0.24557163896581236,0.38456820540987313,23.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.4313103339977762,0.379438975322422,0.7105269946832689,0.9375537869965734,0.07840102270947315,0.1296692200932542,0.21446284829599757,20869101,0.08600294011061027,0.16521362882379578,0.31737918626992945,0.09065574929696467,0.2865001702490842,0.1736270453446803,3,0.44935716408929566,10.13 vez(es) maior,3.67 vez(es) menor,1.77 vez(es) menor,1.22 vez(es) maior,2.22 vez(es) maior,1.14 vez(es) maior,1.74 vez(es) menor
31,45,0.15473953467825285,0.0,0.18754402532635067,0.14102005446194504,0.30592391060495433,0.1350432574903069,0.03833418602938382,,0.24557163896581236,0.38456820540987313,24.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.4313103339977762,0.379438975322422,0.7105269946832689,0.9375537869965734,0.0678917687278647,0.133171513939708,0.2612194741321424,20869101,0.10539908372724875,0.15241100040153757,0.22039198275679203,0.11583790187945485,0.2185170790035388,0.13986623097210354,3,0.44935716408929566,10.13 vez(es) maior,3.67 vez(es) menor,1.77 vez(es) menor,1.22 vez(es) maior,2.22 vez(es) maior,1.14 vez(es) maior,1.74 vez(es) menor
31,46,0.07986556628554985,0.010206524428882443,0.17740651044384526,0.11583790187945485,0.21366114391457128,0.12057433704491688,0.07666837205876764,,0.24557163896581236,0.38456820540987313,25.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.4313103339977762,0.379438975322422,0.7105269946832689,0.9375537869965734,0.09320651323542693,0.13233763891870182,0.18789728385548146,20869101,0.12045304194700854,0.15815801923682743,0.2076656483272642,0.13094719342894895,0.14567805266902584,0.20738785971725698,3,0.44935716408929566,10.13 vez(es) maior,3.67 vez(es) menor,1.77 vez(es) menor,1.22 vez(es) maior,2.22 vez(es) maior,1.14 vez(es) maior,1.74 vez(es) menor
31,47,0.10482355574978418,0.030619573286647325,0.10137514882505444,0.135983623945447,0.2865001702490842,0.1302202840085102,0.0431259592830568,,0.24557163896581236,0.38456820540987313,26.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.4313103339977762,0.379438975322422,0.7105269946832689,0.9375537869965734,0.06458302824230366,0.11727139230787581,0.21294417168285393,20869101,0.09126733618422185,0.13088272814321356,0.18769353026402671,0.09065574929696467,0.16024585793592847,0.1543351514174936,3,0.44935716408929566,10.13 vez(es) maior,3.67 vez(es) menor,1.77 vez(es) menor,1.22 vez(es) maior,2.22 vez(es) maior,1.14 vez(es) maior,1.74 vez(es) menor
31,48,0.049915978928468656,0.005103262214441222,0.1419252083550762,0.10072861032996074,0.2185170790035388,0.10610541659952684,0.047917732536729776,,0.24557163896581236,0.38456820540987313,27.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.4313103339977762,0.379438975322422,0.7105269946832689,0.9375537869965734,0.06739277524415764,0.10969486971420422,0.1785497688442411,20869101,0.12737756257971414,0.15417959286451505,0.18662114719765716,,0.16995772811386353,0.13986623097210354,3,0.44935716408929566,10.13 vez(es) maior,3.67 vez(es) menor,1.77 vez(es) menor,1.22 vez(es) maior,2.22 vez(es) maior,1.14 vez(es) maior,1.74 vez(es) menor
31,49,0.059899174714162375,0.010206524428882443,0.08110011906004354,0.09065574929696467,0.14567805266902584,0.10610541659952684,0.009583546507345957,,0.24557163896581236,0.38456820540987313,28.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.4313103339977762,0.379438975322422,0.7105269946832689,0.9375537869965734,0.024781274463295744,0.06418225270439182,0.16622880184438116,20869101,0.1254188974955367,0.13541748833128983,0.14621318247999754,,0.14082211758005833,0.1302202840085102,3,0.44935716408929566,10.13 vez(es) maior,3.67 vez(es) menor,1.77 vez(es) menor,1.22 vez(es) maior,2.22 vez(es) maior,1.14 vez(es) maior,1.74 vez(es) menor
31,50,0.06988237049985611,0.015309786643323662,0.13685645091382348,0.11583790187945485,0.16024585793592847,0.11092839008132352,0.047917732536729776,,0.24557163896581236,0.38456820540987313,29.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.4313103339977762,0.379438975322422,0.7105269946832689,0.9375537869965734,0.0704544986728225,0.10619115575268957,0.16005452841923148,20869101,0.0,0.10128244311773017,0.10128244311773017,,,0.10128244311773016,3,0.44935716408929566,10.13 vez(es) maior,3.67 vez(es) menor,1.77 vez(es) menor,1.22 vez(es) maior,2.22 vez(es) maior,1.14 vez(es) maior,1.74 vez(es) menor
31,51,0.059899174714162375,0.010206524428882443,0.1216501785900653,0.13094719342894895,0.16995772811386353,0.0771675757087468,0.0431259592830568,,0.24557163896581236,0.38456820540987313,30.0,21.0,[14.0-30.0],10.0,[7.0-14.0],0.4313103339977762,0.379438975322422,0.7105269946832689,0.9375537869965734,0.06102771878266917,0.0979365266511472,0.15716732402612282,20869101,0.0,0.11092839008132352,0.11092839008132352,,,0.11092839008132352,3,0.44935716408929566,10.13 vez(es) maior,3.67 vez(es) menor,1.77 vez(es) menor,1.22 vez(es) maior,2.22 vez(es) maior,1.14 vez(es) maior,1.74 vez(es) menor
