Código,Sigla,UF,Região,Região oficial,Ano,Sexo,Total,0-4 anos,5-9 anos,10-19 anos,20-29 anos,30-39 anos,40-49 anos,50-59 anos,60+ anos
32,ES,Espírito Santo,RegL,SE,2005,F,1721514,145012,152320,312709,320486,262027,224860,146160,157940
32,ES,Espírito Santo,RegL,SE,2005,M,1726386,151404,159059,324678,330407,265203,224735,141344,129556
32,ES,Espírito Santo,RegL,SE,2005,Total,3447900,296416,311379,637387,650893,527230,449595,287504,287496
32,ES,Espírito Santo,RegL,SE,2006,F,1747580,143833,152270,311487,324999,266577,230053,154167,164194
32,ES,Espírito Santo,RegL,SE,2006,M,1750801,150139,159006,323191,335344,269718,229592,149600,134211
32,ES,Espírito Santo,RegL,SE,2006,Total,3498381,293972,311276,634678,660343,536295,459645,303767,298405
32,ES,Espírito Santo,RegL,SE,2007,F,1773462,142586,151907,310816,328355,271742,234740,162392,170924
32,ES,Espírito Santo,RegL,SE,2007,M,1775152,148797,158554,322343,339114,274983,234066,157983,139312
32,ES,Espírito Santo,RegL,SE,2007,Total,3548614,291383,310461,633159,667469,546725,468806,320375,310236
32,ES,Espírito Santo,RegL,SE,2008,F,1799119,141295,151118,310733,330611,277526,238958,170676,178202
32,ES,Espírito Santo,RegL,SE,2008,M,1799405,147407,157557,322208,341770,281002,238160,166315,144986
32,ES,Espírito Santo,RegL,SE,2008,Total,3598524,288702,308675,632941,672381,558528,477118,336991,323188
32,ES,Espírito Santo,RegL,SE,2009,F,1824532,139981,149798,311199,331930,283907,242777,178798,186142
32,ES,Espírito Santo,RegL,SE,2009,M,1823543,145995,155880,322787,343480,287738,241881,174357,151425
32,ES,Espírito Santo,RegL,SE,2009,Total,3648075,285976,305678,633986,675410,571645,484658,353155,337567
32,ES,Espírito Santo,RegL,SE,2010,F,1849682,138666,147872,312186,332456,290809,246278,186607,194808
32,ES,Espírito Santo,RegL,SE,2010,M,1847561,144581,153442,324063,344397,295113,245272,181954,158739
32,ES,Espírito Santo,RegL,SE,2010,Total,3697243,283247,301314,636249,676853,585922,491550,368561,353547
32,ES,Espírito Santo,RegL,SE,2011,F,1874390,137352,146801,312179,332141,298164,249478,194076,204199
32,ES,Espírito Santo,RegL,SE,2011,M,1871187,143181,152185,324021,344407,303072,248346,189091,166884
32,ES,Espírito Santo,RegL,SE,2011,Total,3745577,280533,298986,636200,676548,601236,497824,383167,371083
32,ES,Espírito Santo,RegL,SE,2012,F,1898582,136040,145613,312096,330952,305985,252381,201186,214329
32,ES,Espírito Santo,RegL,SE,2012,M,1894292,141804,150832,323879,343421,311652,251103,195743,175858
32,ES,Espírito Santo,RegL,SE,2012,Total,3792874,277844,296445,635975,674373,617637,503484,396929,390187
32,ES,Espírito Santo,RegL,SE,2013,F,1922361,134752,144348,311883,329251,313798,255292,207875,225162
32,ES,Espírito Santo,RegL,SE,2013,M,1917005,140467,149424,323580,341821,320330,253894,201928,185561
32,ES,Espírito Santo,RegL,SE,2013,Total,3839366,275219,293772,635463,671072,634128,509186,409803,410723
32,ES,Espírito Santo,RegL,SE,2014,F,1945727,133501,143025,311465,327528,320872,258623,214080,236633
32,ES,Espírito Santo,RegL,SE,2014,M,1939322,139179,147987,323042,340127,328301,257183,207689,195814
32,ES,Espírito Santo,RegL,SE,2014,Total,3885049,272680,291012,634507,667655,649173,515806,421769,432447
32,ES,Espírito Santo,RegL,SE,2015,F,1968672,132295,141665,310761,326138,326724,262634,219768,248687
32,ES,Espírito Santo,RegL,SE,2015,M,1961239,137942,146539,322184,338721,335028,261274,213058,206493
32,ES,Espírito Santo,RegL,SE,2015,Total,3929911,270237,288204,632945,664859,661752,523908,432826,455180
32,ES,Espírito Santo,RegL,SE,2016,F,1991078,131112,140287,309673,325096,331383,267262,224943,261322
32,ES,Espírito Santo,RegL,SE,2016,M,1982619,136731,145098,320893,337669,340513,266094,218023,217598
32,ES,Espírito Santo,RegL,SE,2016,Total,3973697,267843,285385,630566,662765,671896,533356,442966,478920
32,ES,Espírito Santo,RegL,SE,2017,F,2012925,129934,138909,308116,324516,334819,272484,229628,274519
32,ES,Espírito Santo,RegL,SE,2017,M,2003431,135524,143678,319068,337130,344701,271614,222611,229105
32,ES,Espírito Santo,RegL,SE,2017,Total,4016356,265458,282587,627184,661646,679520,544098,452239,503624
32,ES,Espírito Santo,RegL,SE,2018,F,2034292,128764,137555,306005,324454,337107,278327,233861,288219
32,ES,Espírito Santo,RegL,SE,2018,M,2023787,134320,142302,316606,337213,347664,277856,226835,240991
32,ES,Espírito Santo,RegL,SE,2018,Total,4058079,263084,279857,622611,661667,684771,556183,460696,529210
32,ES,Espírito Santo,RegL,SE,2019,F,2055183,127597,136240,303248,324886,338405,284764,237713,302330
32,ES,Espírito Santo,RegL,SE,2019,M,2043669,133121,140973,313399,337927,349562,284784,230692,253211
32,ES,Espírito Santo,RegL,SE,2019,Total,4098852,260718,277213,616647,662813,687967,569548,468405,555541
32,ES,Espírito Santo,RegL,SE,2020,F,2075592,126436,134970,299804,325773,338848,291729,241259,316773
32,ES,Espírito Santo,RegL,SE,2020,M,2063065,131928,139695,309394,339254,350542,292310,234227,265715
32,ES,Espírito Santo,RegL,SE,2020,Total,4138657,258364,274665,609198,665027,689390,584039,475486,582488
32,ES,Espírito Santo,RegL,SE,2021,F,2095565,125296,133737,297189,325669,338446,299187,244527,331514
32,ES,Espírito Santo,RegL,SE,2021,M,2082079,130752,138461,306573,339277,350596,300447,237483,278490
32,ES,Espírito Santo,RegL,SE,2021,Total,4177644,256048,272198,603762,664946,689042,599634,482010,610004
32,ES,Espírito Santo,RegL,SE,2022,F,2115100,124184,132523,294473,325525,337202,307131,247530,346532
32,ES,Espírito Santo,RegL,SE,2022,M,2100696,129609,137242,303699,339230,349694,309229,240469,291524
32,ES,Espírito Santo,RegL,SE,2022,Total,4215796,253793,269765,598172,664755,686896,616360,487999,638056
32,ES,Espírito Santo,RegL,SE,2023,F,2134101,123091,131315,291694,325251,335442,315059,250534,361715
32,ES,Espírito Santo,RegL,SE,2023,M,2118772,128486,136026,300809,339013,348170,318087,243484,304697
32,ES,Espírito Santo,RegL,SE,2023,Total,4252873,251577,267341,592503,664264,683612,633146,494018,666412
32,ES,Espírito Santo,RegL,SE,2024,F,2152553,122013,130113,288889,324763,333662,322229,253951,376933
32,ES,Espírito Santo,RegL,SE,2024,M,2136296,127380,134809,297929,338542,346544,326229,246975,317888
32,ES,Espírito Santo,RegL,SE,2024,Total,4288849,249393,264922,586818,663305,680206,648458,500926,694821
32,ES,Espírito Santo,RegL,SE,2025,F,2170447,120947,128917,286090,323975,332224,328167,258033,392094
32,ES,Espírito Santo,RegL,SE,2025,M,2153254,126283,133599,295080,337726,345209,333123,251236,330998
32,ES,Espírito Santo,RegL,SE,2025,Total,4323701,247230,262516,581170,661701,677433,661290,509269,723092
32,ES,Espírito Santo,RegL,SE,2026,F,2187874,119901,127745,283316,322822,331194,332940,262740,407216
32,ES,Espírito Santo,RegL,SE,2026,M,2169712,125206,132408,292283,336470,344278,338814,256221,344032
32,ES,Espírito Santo,RegL,SE,2026,Total,4357586,245107,260153,575599,659292,675472,671754,518961,751248
32,ES,Espírito Santo,RegL,SE,2027,F,2204806,118882,126600,280576,321203,330673,336517,268057,422298
32,ES,Espírito Santo,RegL,SE,2027,M,2185658,124157,131251,289529,334670,343905,343246,261912,356988
32,ES,Espírito Santo,RegL,SE,2027,Total,4390464,243039,257851,570105,655873,674578,679763,529969,779286
32,ES,Espírito Santo,RegL,SE,2028,F,2221142,117889,125476,277867,319006,330682,338930,273990,437302
32,ES,Espírito Santo,RegL,SE,2028,M,2200989,123131,130117,286818,332201,344154,346444,268297,369827
32,ES,Espírito Santo,RegL,SE,2028,Total,4422131,241020,255593,564685,651207,674836,685374,542287,807129
32,ES,Espírito Santo,RegL,SE,2029,F,2236871,116915,124372,275207,316141,331190,340339,280501,452206
32,ES,Espírito Santo,RegL,SE,2029,M,2215675,122128,128995,284156,328958,345031,348563,275344,382500
32,ES,Espírito Santo,RegL,SE,2029,Total,4452546,239043,253367,559363,645099,676221,688902,555845,834706
32,ES,Espírito Santo,RegL,SE,2030,F,2251959,115959,123278,272597,312566,332156,340877,287530,466996
32,ES,Espírito Santo,RegL,SE,2030,M,2229712,121143,127884,281554,324891,346512,349760,282960,395008
32,ES,Espírito Santo,RegL,SE,2030,Total,4481671,237102,251162,554151,637457,678668,690637,570490,862004
33,RJ,Rio de Janeiro,RegL,SE,2000,F,7605224,645218,623300,1258834,1279032,1190703,1038289,686331,883517
33,RJ,Rio de Janeiro,RegL,SE,2000,M,7197139,672419,645190,1294223,1282527,1146827,945796,587736,622421
33,RJ,Rio de Janeiro,RegL,SE,2000,Total,14802363,1317637,1268490,2553057,2561559,2337530,1984085,1274067,1505938
33,RJ,Rio de Janeiro,RegL,SE,2001,F,7687963,638882,630617,1251158,1292693,1191977,1061784,715516,905336
33,RJ,Rio de Janeiro,RegL,SE,2001,M,7266213,666817,652229,1286847,1294526,1150019,968824,612322,634629
33,RJ,Rio de Janeiro,RegL,SE,2001,Total,14954176,1305699,1282846,2538005,2587219,2341996,2030608,1327838,1539965
33,RJ,Rio de Janeiro,RegL,SE,2002,F,7767268,629346,637024,1243551,1306504,1192811,1083735,747284,927013
33,RJ,Rio de Janeiro,RegL,SE,2002,M,7332889,657749,658740,1279593,1306686,1152942,990983,639138,647058
33,RJ,Rio de Janeiro,RegL,SE,2002,Total,15100157,1287095,1295764,2523144,2613190,2345753,2074718,1386422,1574071
33,RJ,Rio de Janeiro,RegL,SE,2003,F,7843158,617272,641795,1237430,1318863,1194251,1103539,780520,949488
33,RJ,Rio de Janeiro,RegL,SE,2003,M,7397126,645718,664125,1273805,1317581,1156491,1011593,667341,660472
33,RJ,Rio de Janeiro,RegL,SE,2003,Total,15240284,1262990,1305920,2511235,2636444,2350742,2115132,1447861,1609960
33,RJ,Rio de Janeiro,RegL,SE,2004,F,7915716,603549,644178,1234655,1327498,1197718,1120322,813649,974147
33,RJ,Rio de Janeiro,RegL,SE,2004,M,7458980,631450,667744,1271251,1325231,1161880,1029667,695779,675978
33,RJ,Rio de Janeiro,RegL,SE,2004,Total,15374696,1234999,1311922,2505906,2652729,2359598,2149989,1509428,1650125
33,RJ,Rio de Janeiro,RegL,SE,2005,F,7985073,589345,643324,1236179,1331100,1204034,1133626,845609,1001856
33,RJ,Rio de Janeiro,RegL,SE,2005,M,7518558,615970,668822,1272861,1328523,1169783,1044677,723707,694215
33,RJ,Rio de Janeiro,RegL,SE,2005,Total,15503631,1205315,1312146,2509040,2659623,2373817,2178303,1569316,1696071
33,RJ,Rio de Janeiro,RegL,SE,2006,F,8051377,577549,636835,1241722,1329576,1213171,1143640,876313,1032571
33,RJ,Rio de Janeiro,RegL,SE,2006,M,7575981,603813,663214,1278425,1327459,1180090,1056776,751059,715145
33,RJ,Rio de Janeiro,RegL,SE,2006,Total,15627358,1181362,1300049,2520147,2657035,2393261,2200416,1627372,1747716
33,RJ,Rio de Janeiro,RegL,SE,2007,F,8114717,566331,627149,1251267,1322413,1225272,1150403,905467,1066415
33,RJ,Rio de Janeiro,RegL,SE,2007,M,7631321,592244,654148,1287967,1321682,1192870,1065920,777610,738880
33,RJ,Rio de Janeiro,RegL,SE,2007,Total,15746038,1158575,1281297,2539234,2644095,2418142,2216323,1683077,1805295
33,RJ,Rio de Janeiro,RegL,SE,2008,F,8175200,555777,614924,1262650,1311529,1239419,1154695,933095,1103111
33,RJ,Rio de Janeiro,RegL,SE,2008,M,7684666,581357,642126,1299661,1312858,1207249,1072898,803362,765155
33,RJ,Rio de Janeiro,RegL,SE,2008,Total,15859866,1137134,1257050,2562311,2624387,2446668,2227593,1736457,1868266
33,RJ,Rio de Janeiro,RegL,SE,2009,F,8232976,545932,601058,1272545,1300004,1254133,1157705,959452,1142147
33,RJ,Rio de Janeiro,RegL,SE,2009,M,7736116,571201,627874,1310656,1303664,1221823,1078924,828466,793508
33,RJ,Rio de Janeiro,RegL,SE,2009,Total,15969092,1117133,1228932,2583201,2603668,2475956,2236629,1787918,1935655
33,RJ,Rio de Janeiro,RegL,SE,2010,F,8288206,536817,586714,1278272,1289986,1268288,1160333,984625,1183171
33,RJ,Rio de Janeiro,RegL,SE,2010,M,7785800,561802,612410,1318606,1295974,1235554,1084875,852944,823635
33,RJ,Rio de Janeiro,RegL,SE,2010,Total,16074006,1098619,1199124,2596878,2585960,2503842,2245208,1837569,2006806
33,RJ,Rio de Janeiro,RegL,SE,2011,F,8341382,528460,574813,1277769,1280805,1282205,1162596,1008387,1226347
33,RJ,Rio de Janeiro,RegL,SE,2011,M,7834113,553181,600288,1319608,1289098,1248911,1090623,876701,855703
33,RJ,Rio de Janeiro,RegL,SE,2011,Total,16175495,1081641,1175101,2597377,2569903,2531116,2253219,1885088,2082050
33,RJ,Rio de Janeiro,RegL,SE,2012,F,8392775,520876,563553,1273387,1271853,1296274,1164420,1030695,1271717
33,RJ,Rio de Janeiro,RegL,SE,2012,M,7881209,545348,588786,1316762,1282384,1262383,1095985,899783,889778
33,RJ,Rio de Janeiro,RegL,SE,2012,Total,16273984,1066224,1152339,2590149,2554237,2558657,2260405,1930478,2161495
33,RJ,Rio de Janeiro,RegL,SE,2013,F,8442261,514024,553006,1265036,1264524,1308847,1166795,1050938,1319091
33,RJ,Rio de Janeiro,RegL,SE,2013,M,7926918,538267,577984,1309941,1277128,1274538,1101783,921495,925782
33,RJ,Rio de Janeiro,RegL,SE,2013,Total,16369179,1052291,1130990,2574977,2541652,2583385,2268578,1972433,2244873
33,RJ,Rio de Janeiro,RegL,SE,2014,F,8489905,507829,543210,1252847,1260697,1317671,1171112,1068257,1368282
33,RJ,Rio de Janeiro,RegL,SE,2014,M,7971268,531860,567932,1299211,1275076,1283450,1109177,940882,963680
33,RJ,Rio de Janeiro,RegL,SE,2014,Total,16461173,1039689,1111142,2552058,2535773,2601121,2280289,2009139,2331962
33,RJ,Rio de Janeiro,RegL,SE,2015,F,8535748,502180,534180,1237131,1261315,1321466,1178173,1082206,1419097
33,RJ,Rio de Janeiro,RegL,SE,2015,M,8014276,526015,558652,1284806,1277134,1288052,1118820,957407,1003390
33,RJ,Rio de Janeiro,RegL,SE,2015,Total,16550024,1028195,1092832,2521937,2538449,2609518,2296993,2039613,2422487
33,RJ,Rio de Janeiro,RegL,SE,2016,F,8579926,496937,525920,1218383,1266124,1320202,1187976,1092969,1471415
33,RJ,Rio de Janeiro,RegL,SE,2016,M,8056070,520588,550153,1267121,1283118,1288408,1130656,971196,1044830
33,RJ,Rio de Janeiro,RegL,SE,2016,Total,16635996,1017525,1076073,2485504,2549242,2608610,2318632,2064165,2516245
33,RJ,Rio de Janeiro,RegL,SE,2017,F,8622395,491961,518427,1197188,1275100,1313390,1200666,1100586,1525077
33,RJ,Rio de Janeiro,RegL,SE,2017,M,8096561,515435,542437,1246628,1293049,1284154,1144766,982184,1087908
33,RJ,Rio de Janeiro,RegL,SE,2017,Total,16718956,1007396,1060864,2443816,2568149,2597544,2345432,2082770,2612985
33,RJ,Rio de Janeiro,RegL,SE,2018,F,8662934,487145,511657,1174248,1286051,1302899,1215322,1105786,1579826
33,RJ,Rio de Janeiro,RegL,SE,2018,M,8135487,510444,535464,1223898,1305098,1276863,1160292,991065,1132363
33,RJ,Rio de Janeiro,RegL,SE,2018,Total,16798421,997589,1047121,2398146,2591149,2579762,2375614,2096851,2712189
33,RJ,Rio de Janeiro,RegL,SE,2019,F,8701522,482410,505538,1150473,1295669,1291809,1230487,1109727,1635409
33,RJ,Rio de Janeiro,RegL,SE,2019,M,8172784,505534,529159,1199696,1316471,1269155,1175901,998959,1177909
33,RJ,Rio de Janeiro,RegL,SE,2019,Total,16874306,987944,1034697,2350169,2612140,2560964,2406388,2108686,2813318
33,RJ,Rio de Janeiro,RegL,SE,2020,F,8738131,477713,499961,1127031,1301283,1282264,1245056,1113267,1691556
33,RJ,Rio de Janeiro,RegL,SE,2020,M,8208410,500660,523407,1175063,1324865,1262855,1190614,1006673,1224273
33,RJ,Rio de Janeiro,RegL,SE,2020,Total,16946541,978373,1023368,2302094,2626148,2545119,2435670,2119940,2915829
33,RJ,Rio de Janeiro,RegL,SE,2021,F,8772616,473040,494772,1106785,1300685,1273510,1259300,1116403,1748121
33,RJ,Rio de Janeiro,RegL,SE,2021,M,8242118,495811,518053,1154480,1326303,1257197,1204821,1014069,1271384
33,RJ,Rio de Janeiro,RegL,SE,2021,Total,17014734,968851,1012825,2261265,2626988,2530707,2464121,2130472,3019505
33,RJ,Rio de Janeiro,RegL,SE,2022,F,8804941,468405,489834,1087910,1296114,1264909,1273616,1119080,1805073
33,RJ,Rio de Janeiro,RegL,SE,2022,M,8273837,490995,512953,1135246,1323796,1251549,1219019,1021031,1319248
33,RJ,Rio de Janeiro,RegL,SE,2022,Total,17078778,959400,1002787,2223156,2619910,2516458,2492635,2140111,3124321
33,RJ,Rio de Janeiro,RegL,SE,2023,F,8835194,463826,485056,1070465,1287518,1257913,1286446,1122289,1861681
33,RJ,Rio de Janeiro,RegL,SE,2023,M,8303703,486234,508014,1117439,1317272,1247273,1231896,1028376,1367199
33,RJ,Rio de Janeiro,RegL,SE,2023,Total,17138897,950060,993070,2187904,2604790,2505186,2518342,2150665,3228880
33,RJ,Rio de Janeiro,RegL,SE,2024,F,8863336,459311,480358,1054421,1275020,1254373,1295567,1127351,1916935
33,RJ,Rio de Janeiro,RegL,SE,2024,M,8331674,481535,503156,1101046,1306809,1246061,1241590,1037153,1414324
33,RJ,Rio de Janeiro,RegL,SE,2024,Total,17195010,940846,983514,2155467,2581829,2500434,2537157,2164504,3331259
33,RJ,Rio de Janeiro,RegL,SE,2025,F,8889360,454854,475698,1039682,1258949,1255221,1299718,1135030,1970208
33,RJ,Rio de Janeiro,RegL,SE,2025,M,8357708,476896,498331,1085970,1292641,1248816,1247049,1047964,1460041
33,RJ,Rio de Janeiro,RegL,SE,2025,Total,17247068,931750,974029,2125652,2551590,2504037,2546767,2182994,3430249
33,RJ,Rio de Janeiro,RegL,SE,2026,F,8913080,450449,471055,1026088,1239766,1260137,1298804,1145286,2021495
33,RJ,Rio de Janeiro,RegL,SE,2026,M,8381658,472308,493531,1072057,1275134,1255304,1248262,1060718,1504344
33,RJ,Rio de Janeiro,RegL,SE,2026,Total,17294738,922757,964586,2098145,2514900,2515441,2547066,2206004,3525839
33,RJ,Rio de Janeiro,RegL,SE,2027,F,8934449,446098,466450,1013496,1218068,1269099,1292331,1158243,2070664
33,RJ,Rio de Janeiro,RegL,SE,2027,M,8403481,467777,488760,1059164,1254778,1265564,1244876,1075482,1547080
33,RJ,Rio de Janeiro,RegL,SE,2027,Total,17337930,913875,955210,2072660,2472846,2534663,2537207,2233725,3617744
33,RJ,Rio de Janeiro,RegL,SE,2028,F,8953589,441798,461902,1001794,1194612,1280002,1282226,1173059,2118196
33,RJ,Rio de Janeiro,RegL,SE,2028,M,8423212,463295,484043,1047171,1232176,1277876,1238477,1091500,1588674
33,RJ,Rio de Janeiro,RegL,SE,2028,Total,17376801,905093,945945,2048965,2426788,2557878,2520703,2264559,3706870
33,RJ,Rio de Janeiro,RegL,SE,2029,F,8970440,437519,457416,990824,1170336,1289563,1271528,1188335,2164919
33,RJ,Rio de Janeiro,RegL,SE,2029,M,8440785,458831,479388,1035921,1208100,1289496,1231635,1107521,1629893
33,RJ,Rio de Janeiro,RegL,SE,2029,Total,17411225,896350,936804,2026745,2378436,2579059,2503163,2295856,3794812
33,RJ,Rio de Janeiro,RegL,SE,2030,F,8984911,433205,452988,980433,1146409,1295124,1262363,1203011,2211378
33,RJ,Rio de Janeiro,RegL,SE,2030,M,8456109,454331,474790,1025257,1183587,1298174,1226134,1122629,1671207
33,RJ,Rio de Janeiro,RegL,SE,2030,Total,17441020,887536,927778,2005690,2329996,2593298,2488497,2325640,3882585
35,SP,São Paulo,RegS,SE,2000,F,19101695,1653086,1623783,3505456,3438205,3053109,2452303,1550174,1825579
35,SP,São Paulo,RegS,SE,2000,M,18697873,1718955,1682221,3584003,3491522,3029477,2354305,1421415,1415975
35,SP,São Paulo,RegS,SE,2000,Total,37799568,3372041,3306004,7089459,6929727,6082586,4806608,2971589,3241554
35,SP,São Paulo,RegS,SE,2001,F,19383074,1661671,1623656,3488829,3490293,3083436,2528056,1623304,1883829
35,SP,São Paulo,RegS,SE,2001,M,18940318,1730100,1681729,3570173,3531397,3063160,2421554,1487305,1454900
35,SP,São Paulo,RegS,SE,2001,Total,38323392,3391771,3305385,7059002,7021690,6146596,4949610,3110609,3338729
35,SP,São Paulo,RegS,SE,2002,F,19656934,1663078,1626659,3463763,3544661,3111813,2601428,1702045,1943487
35,SP,São Paulo,RegS,SE,2002,M,19178784,1733711,1684639,3549054,3574745,3096082,2486273,1558587,1495693
35,SP,São Paulo,RegS,SE,2002,Total,38835718,3396789,3311298,7012817,7119406,6207895,5087701,3260632,3439180
35,SP,São Paulo,RegS,SE,2003,F,19923127,1656747,1632808,3434022,3597449,3140112,2671075,1784640,2006274
35,SP,São Paulo,RegS,SE,2003,M,19413058,1729105,1691126,3523828,3618559,3129197,2548016,1633519,1539708
35,SP,São Paulo,RegS,SE,2003,Total,39336185,3385852,3323934,6957850,7216008,6269309,5219091,3418159,3545982
35,SP,São Paulo,RegS,SE,2004,F,20181571,1642173,1642054,3404806,3643110,3170952,2735124,1868581,2074771
35,SP,São Paulo,RegS,SE,2004,M,19642955,1715606,1701283,3498957,3658530,3163755,2606217,1709672,1588935
35,SP,São Paulo,RegS,SE,2004,Total,39824526,3357779,3343337,6903763,7301640,6334707,5341341,3578253,3663706
35,SP,São Paulo,RegS,SE,2005,F,20432212,1619119,1654087,3379742,3678148,3205895,2792504,1952123,2150594
35,SP,São Paulo,RegS,SE,2005,M,19868281,1692876,1714845,3477575,3691941,3200466,2660627,1785413,1644538
35,SP,São Paulo,RegS,SE,2005,Total,40300493,3311995,3368932,6857317,7370089,6406361,5453131,3737536,3795132
35,SP,São Paulo,RegS,SE,2006,F,20674970,1594859,1661105,3360150,3701517,3245201,2843437,2035008,2233693
35,SP,São Paulo,RegS,SE,2006,M,20088906,1667652,1724454,3461087,3717665,3239678,2711267,1860587,1706516
35,SP,São Paulo,RegS,SE,2006,Total,40763876,3262511,3385559,6821237,7419182,6484879,5554704,3895595,3940209
35,SP,São Paulo,RegS,SE,2007,F,20909707,1570977,1660954,3347997,3711556,3289331,2887881,2116663,2324348
35,SP,São Paulo,RegS,SE,2007,M,20304649,1642844,1726533,3451501,3734035,3281788,2758045,1934804,1775099
35,SP,São Paulo,RegS,SE,2007,Total,41214356,3213821,3387487,6799498,7445591,6571119,5645926,4051467,4099447
35,SP,São Paulo,RegS,SE,2008,F,21136320,1547483,1653066,3342608,3709945,3337320,2926991,2196856,2422051
35,SP,São Paulo,RegS,SE,2008,M,20515331,1618452,1720414,3448618,3742020,3326379,2801789,2007688,1849971
35,SP,São Paulo,RegS,SE,2008,Total,41651651,3165935,3373480,6791226,7451965,6663699,5728780,4204544,4272022
35,SP,São Paulo,RegS,SE,2009,F,21354839,1524441,1636933,3341992,3699769,3387559,2962647,2275631,2525867
35,SP,São Paulo,RegS,SE,2009,M,20720877,1594541,1705425,3451224,3743585,3372793,2843747,2079002,1930560
35,SP,São Paulo,RegS,SE,2009,Total,42075716,3118982,3342358,6793216,7443354,6760352,5806394,4354633,4456427
35,SP,São Paulo,RegS,SE,2010,F,21565396,1501942,1612319,3344720,3683554,3438590,2996278,2352819,2635174
35,SP,São Paulo,RegS,SE,2010,M,20921296,1571193,1681244,3458344,3740439,3420296,2884835,2148516,2016429
35,SP,São Paulo,RegS,SE,2010,Total,42486692,3073135,3293563,6803064,7423993,6858886,5881113,4501335,4651603
35,SP,São Paulo,RegS,SE,2011,F,21770160,1480278,1586770,3345167,3660331,3491196,3028107,2427983,2750328
35,SP,São Paulo,RegS,SE,2011,M,21118038,1548717,1654893,3464202,3730918,3469983,2925177,2216175,2107973
35,SP,São Paulo,RegS,SE,2011,Total,42888198,3028995,3241663,6809369,7391249,6961179,5953284,4644158,4858301
35,SP,São Paulo,RegS,SE,2012,F,21970144,1459711,1562052,3342737,3628931,3546246,3058127,2500964,2871376
35,SP,São Paulo,RegS,SE,2012,M,21311214,1527384,1629430,3466431,3713097,3522774,2964735,2281933,2205430
35,SP,São Paulo,RegS,SE,2012,Total,43281358,2987095,3191482,6809168,7342028,7069020,6022862,4782897,5076806
35,SP,São Paulo,RegS,SE,2013,F,22164263,1440217,1538094,3336731,3593006,3599589,3088014,2570400,2998212
35,SP,São Paulo,RegS,SE,2013,M,21499406,1507161,1604724,3464458,3690019,3575263,3004175,2345214,2308392
35,SP,São Paulo,RegS,SE,2013,Total,43663669,2947378,3142818,6801189,7283025,7174852,6092189,4915614,5306604
35,SP,São Paulo,RegS,SE,2014,F,22352642,1421794,1514937,3326560,3557936,3645698,3120333,2634465,3130919
35,SP,São Paulo,RegS,SE,2014,M,21682662,1488045,1580834,3457802,3666316,3623092,3044644,2405425,2416504
35,SP,São Paulo,RegS,SE,2014,Total,44035304,2909839,3095771,6784362,7224252,7268790,6164977,5039890,5547423
35,SP,São Paulo,RegS,SE,2015,F,22535427,1404409,1492647,3311647,3527497,3681128,3156605,2692092,3269402
35,SP,São Paulo,RegS,SE,2015,M,21861057,1469997,1557841,3445964,3645319,3663514,3086781,2462269,2529372
35,SP,São Paulo,RegS,SE,2015,Total,44396484,2874406,3050488,6757611,7172816,7344642,6243386,5154361,5798774
35,SP,São Paulo,RegS,SE,2016,F,22713819,1388082,1471358,3291546,3503448,3705147,3197231,2743569,3413438
35,SP,São Paulo,RegS,SE,2016,M,22035880,1453045,1535889,3428490,3628964,3695690,3131079,2515795,2646928
35,SP,São Paulo,RegS,SE,2016,Total,44749699,2841127,3007247,6720036,7132412,7400837,6328310,5259364,6060366
35,SP,São Paulo,RegS,SE,2017,F,22887809,1372682,1451161,3265607,3487869,3716142,3242718,2788852,3562778
35,SP,São Paulo,RegS,SE,2017,M,22207057,1437056,1515080,3404650,3619454,3717922,3177958,2565844,2769093
35,SP,São Paulo,RegS,SE,2017,Total,45094866,2809738,2966241,6670257,7107323,7434064,6420676,5354696,6331871
35,SP,São Paulo,RegS,SE,2018,F,23056212,1357984,1432013,3233071,3479898,3715597,3291986,2828986,3716677
35,SP,São Paulo,RegS,SE,2018,M,22373118,1421792,1495341,3373595,3616488,3730863,3226829,2613018,2895192
35,SP,São Paulo,RegS,SE,2018,Total,45429330,2779776,2927354,6606666,7096386,7446460,6518815,5442004,6611869
35,SP,São Paulo,RegS,SE,2019,F,23218928,1343829,1413916,3193408,3477614,3706625,3343474,2865789,3874273
35,SP,São Paulo,RegS,SE,2019,M,22533829,1407087,1476672,3334668,3619025,3736471,3277040,2658391,3024475
35,SP,São Paulo,RegS,SE,2019,Total,45752757,2750916,2890588,6528076,7096639,7443096,6620514,5524180,6898748
35,SP,São Paulo,RegS,SE,2020,F,23375884,1330083,1396832,3146400,3479619,3691774,3395755,2900625,4034796
35,SP,São Paulo,RegS,SE,2020,M,22689044,1392804,1459036,3287612,3626227,3736435,3327882,2702738,3156310
35,SP,São Paulo,RegS,SE,2020,Total,46064928,2722887,2855868,6434012,7105846,7428209,6723637,5603363,7191106
35,SP,São Paulo,RegS,SE,2021,F,23526219,1316566,1380688,3099242,3479526,3669525,3449236,2933528,4197908
35,SP,São Paulo,RegS,SE,2021,M,22837354,1378752,1442314,3239094,3631864,3728878,3380062,2745923,3290467
35,SP,São Paulo,RegS,SE,2021,Total,46363573,2695318,2823002,6338336,7111390,7398403,6829298,5679451,7488375
