Código,Sigla,UF,Região,Região oficial,Ano,Sexo,Total,0-4 anos,5-9 anos,10-19 anos,20-29 anos,30-39 anos,40-49 anos,50-59 anos,60+ anos
21,MA,Maranhão,RegC,NE,2030,F,3768045,243716,262038,581214,619387,566445,584197,403804,507244
21,MA,Maranhão,RegC,NE,2030,M,3606559,256030,276248,609705,615487,527268,537177,377741,406903
21,MA,Maranhão,RegC,NE,2030,Total,7374604,499746,538286,1190919,1234874,1093713,1121374,781545,914147
22,PI,Piauí,RegC,NE,2000,F,1455003,153499,153147,344930,248717,189544,143429,98567,123170
22,PI,Piauí,RegC,NE,2000,M,1422447,158984,157760,354183,243003,178255,132068,90166,108028
22,PI,Piauí,RegC,NE,2000,Total,2877451,312483,310907,699113,491720,367799,275497,188733,231199
22,PI,Piauí,RegC,NE,2001,F,1472477,156585,149621,341121,258025,192354,147631,101417,125723
22,PI,Piauí,RegC,NE,2001,M,1439827,162119,154537,350575,254127,180884,135908,92665,109012
22,PI,Piauí,RegC,NE,2001,Total,2912304,318704,304158,691696,512152,373238,283539,194082,234735
22,PI,Piauí,RegC,NE,2002,F,1489391,159106,147291,335474,267886,194774,151896,104607,128357
22,PI,Piauí,RegC,NE,2002,M,1456258,164678,152476,344753,265907,183169,139895,95380,110000
22,PI,Piauí,RegC,NE,2002,Total,2945649,323784,299767,680227,533793,377943,291791,199987,238357
22,PI,Piauí,RegC,NE,2003,F,1505690,160568,146507,328448,277645,197179,156160,108065,131118
22,PI,Piauí,RegC,NE,2003,M,1471688,166189,151891,337373,277518,185512,143919,98251,111035
22,PI,Piauí,RegC,NE,2003,Total,2977378,326757,298398,665821,555163,382691,300079,206316,242153
22,PI,Piauí,RegC,NE,2004,F,1521307,160393,147605,320718,286355,200139,160333,111671,134093
22,PI,Piauí,RegC,NE,2004,M,1486026,166106,153070,329389,287741,188497,147830,101179,112214
22,PI,Piauí,RegC,NE,2004,Total,3007333,326499,300675,650107,574096,388636,308163,212850,246307
22,PI,Piauí,RegC,NE,2005,F,1536152,157996,150837,312911,293347,204025,164352,115352,137332
22,PI,Piauí,RegC,NE,2005,M,1499178,163986,156125,321601,295716,192500,151532,104110,113608
22,PI,Piauí,RegC,NE,2005,Total,3035330,321982,306962,634512,589063,396525,315884,219462,250940
22,PI,Piauí,RegC,NE,2006,F,1550147,155219,153986,305250,298834,208681,168236,119102,140839
22,PI,Piauí,RegC,NE,2006,M,1511106,161274,159270,314118,301697,197331,155071,107038,115307
22,PI,Piauí,RegC,NE,2006,Total,3061253,316493,313256,619368,600531,406012,323307,226140,256146
22,PI,Piauí,RegC,NE,2007,F,1563257,152125,156583,297980,303077,213934,172030,122907,144621
22,PI,Piauí,RegC,NE,2007,M,1521769,158250,161854,307122,305968,202749,158494,109938,117394
22,PI,Piauí,RegC,NE,2007,Total,3085026,310375,318437,605102,609045,416683,330524,232845,262015
22,PI,Piauí,RegC,NE,2008,F,1575448,148733,158134,291924,305654,219911,175638,126771,148683
22,PI,Piauí,RegC,NE,2008,M,1531149,154932,163422,301338,308091,208909,161719,112867,119871
22,PI,Piauí,RegC,NE,2008,Total,3106597,303665,321556,593262,613745,428820,337357,239638,268554
22,PI,Piauí,RegC,NE,2009,F,1586702,145101,158064,288079,306020,226771,178913,130722,153032
22,PI,Piauí,RegC,NE,2009,M,1539216,151364,163456,297587,307542,216037,164611,115921,122698
22,PI,Piauí,RegC,NE,2009,Total,3125918,296465,321520,585666,613562,442808,343524,246643,275730
22,PI,Piauí,RegC,NE,2010,F,1596995,141305,155787,287227,303908,234531,181803,134765,157669
22,PI,Piauí,RegC,NE,2010,M,1545951,147617,161523,296430,304112,224147,167129,119151,125842
22,PI,Piauí,RegC,NE,2010,Total,3142946,288922,317310,583657,608020,458678,348932,253916,283511
22,PI,Piauí,RegC,NE,2011,F,1606415,137423,153136,287254,299809,242977,184343,138880,162593
22,PI,Piauí,RegC,NE,2011,M,1551585,143736,159037,296324,298496,232929,169321,122549,129193
22,PI,Piauí,RegC,NE,2011,Total,3158000,281159,312173,583578,598305,475906,353664,261429,291786
22,PI,Piauí,RegC,NE,2012,F,1615063,133518,150163,287853,294158,252006,186502,143056,167807
22,PI,Piauí,RegC,NE,2012,M,1556393,139775,156239,296867,291277,242274,171177,126119,132665
22,PI,Piauí,RegC,NE,2012,Total,3171456,273293,306402,584720,585435,494280,357679,269175,300472
22,PI,Piauí,RegC,NE,2013,F,1622978,129675,146880,288880,287379,260992,188658,147229,173285
22,PI,Piauí,RegC,NE,2013,M,1560426,135830,153126,297878,283055,251434,173075,129763,136265
22,PI,Piauí,RegC,NE,2013,Total,3183404,265505,300006,586758,570434,512426,361733,276992,309550
22,PI,Piauí,RegC,NE,2014,F,1630215,125987,143339,290088,280104,269016,191364,151310,179007
22,PI,Piauí,RegC,NE,2014,M,1563741,132013,149718,299106,274691,259299,175573,133340,140001
22,PI,Piauí,RegC,NE,2014,Total,3193956,258000,293057,589194,554795,528315,366937,284650,319008
22,PI,Piauí,RegC,NE,2015,F,1636851,122556,139616,291151,272906,275441,194988,155242,184951
22,PI,Piauí,RegC,NE,2015,M,1566411,128458,146060,300205,266895,265130,179031,136750,143882
22,PI,Piauí,RegC,NE,2015,Total,3203262,251014,285676,591356,539801,540571,374019,291992,328833
22,PI,Piauí,RegC,NE,2016,F,1642934,119440,135793,291711,265953,280486,199387,159041,191123
22,PI,Piauí,RegC,NE,2016,M,1568477,125224,142233,300817,259703,269291,183284,140018,147907
22,PI,Piauí,RegC,NE,2016,Total,3211411,244664,278026,592528,525656,549777,382671,299059,339030
22,PI,Piauí,RegC,NE,2017,F,1648489,116636,131948,291398,259414,284434,204389,162751,197519
22,PI,Piauí,RegC,NE,2017,M,1569996,122313,138323,300578,253211,272178,188126,143186,152081
22,PI,Piauí,RegC,NE,2017,Total,3218485,238949,270271,591976,512625,556612,392515,305937,349600
22,PI,Piauí,RegC,NE,2018,F,1653547,114126,128160,289769,254042,286890,210125,166285,204150
22,PI,Piauí,RegC,NE,2018,M,1570989,119702,134426,299070,248029,273449,193721,146172,156420
22,PI,Piauí,RegC,NE,2018,Total,3224536,233828,262586,588839,502071,560339,403846,312457,360570
22,PI,Piauí,RegC,NE,2019,F,1658144,111870,124523,286326,250774,287330,216756,169509,211056
22,PI,Piauí,RegC,NE,2019,M,1571507,117354,130657,295826,244884,272665,200303,148856,160962
22,PI,Piauí,RegC,NE,2019,Total,3229651,229224,255180,582152,495658,559995,417059,318365,372018
22,PI,Piauí,RegC,NE,2020,F,1662302,109809,121141,280584,250348,285504,224304,172370,218242
22,PI,Piauí,RegC,NE,2020,M,1571589,115207,127146,290482,244270,269650,207905,151204,165725
22,PI,Piauí,RegC,NE,2020,Total,3233891,225016,248287,571066,494618,555154,432209,323574,383967
22,PI,Piauí,RegC,NE,2021,F,1666035,107891,118069,274431,250663,281832,232547,174904,225698
22,PI,Piauí,RegC,NE,2021,M,1571244,113207,123953,284504,244569,264842,216199,153267,170703
22,PI,Piauí,RegC,NE,2021,Total,3237279,221098,242022,558935,495232,546674,448746,328171,396401
22,PI,Piauí,RegC,NE,2022,F,1669346,106078,115305,267984,251457,276658,241359,177076,233429
22,PI,Piauí,RegC,NE,2022,M,1570483,111315,121078,278198,245366,258546,225033,155037,175910
22,PI,Piauí,RegC,NE,2022,Total,3239829,217393,236383,546182,496823,535204,466392,332113,409339
22,PI,Piauí,RegC,NE,2023,F,1672238,104332,112833,261316,252630,270386,250138,179249,241354
22,PI,Piauí,RegC,NE,2023,M,1569292,109489,118503,271621,246556,251301,233709,156859,181254
22,PI,Piauí,RegC,NE,2023,Total,3241530,213821,231336,532937,499186,521687,483847,336108,422608
22,PI,Piauí,RegC,NE,2024,F,1674707,102624,110610,254549,254000,263614,257995,181956,249359
22,PI,Piauí,RegC,NE,2024,M,1567690,107702,116185,264897,247955,243904,241178,159246,186623
22,PI,Piauí,RegC,NE,2024,Total,3242397,210326,226795,519446,501955,507518,499173,341202,435982
22,PI,Piauí,RegC,NE,2025,F,1676782,100939,108581,247852,255295,256886,264311,185544,257374
22,PI,Piauí,RegC,NE,2025,M,1565709,105939,114066,258185,249303,237008,246744,162530,191934
22,PI,Piauí,RegC,NE,2025,Total,3242491,206878,222647,506037,504598,493894,511055,348074,449308
22,PI,Piauí,RegC,NE,2026,F,1678491,99282,106694,241356,256204,250352,269302,189881,265420
22,PI,Piauí,RegC,NE,2026,M,1563362,104206,112092,251615,250302,230620,250758,166555,197214
22,PI,Piauí,RegC,NE,2026,Total,3241853,203488,218786,492971,506506,480972,520060,356436,462634
22,PI,Piauí,RegC,NE,2027,F,1679826,97667,104914,235134,256367,244170,273245,194799,273530
22,PI,Piauí,RegC,NE,2027,M,1560673,102516,110227,245272,250622,224811,253593,171126,202506
22,PI,Piauí,RegC,NE,2027,Total,3240499,200183,215141,480406,506989,468981,526838,365925,476036
22,PI,Piauí,RegC,NE,2028,F,1680802,96108,103197,229246,255352,239078,275758,200423,281640
22,PI,Piauí,RegC,NE,2028,M,1557641,100885,108428,239230,249865,220170,254923,176390,207750
22,PI,Piauí,RegC,NE,2028,Total,3238443,196993,211625,468476,505217,459248,530681,376813,489390
22,PI,Piauí,RegC,NE,2029,F,1681416,94617,101515,223741,252658,236006,276320,206906,289653
22,PI,Piauí,RegC,NE,2029,M,1554287,99320,106669,233555,247573,217396,254329,182567,212878
22,PI,Piauí,RegC,NE,2029,Total,3235703,193937,208184,457296,500231,453402,530649,389473,502531
22,PI,Piauí,RegC,NE,2030,F,1681697,93198,99857,218661,247767,235720,274683,214269,297542
22,PI,Piauí,RegC,NE,2030,M,1550633,97829,104932,228315,243368,216992,251644,189676,217877
22,PI,Piauí,RegC,NE,2030,Total,3232330,191027,204789,446976,491135,452712,526327,403945,515419
23,CE,Ceará,RegL,NE,2000,F,3853972,417564,422659,842611,646565,529449,375234,267810,352080
23,CE,Ceará,RegL,NE,2000,M,3747816,434769,438766,861923,637013,510530,340290,233711,290814
23,CE,Ceará,RegL,NE,2000,Total,7601788,852333,861425,1704534,1283578,1039979,715524,501521,642894
23,CE,Ceará,RegL,NE,2001,F,3913452,417996,419819,846824,664768,539988,387839,275850,360368
23,CE,Ceará,RegL,NE,2001,M,3804983,434704,436691,867673,656638,520574,353196,240948,294559
23,CE,Ceará,RegL,NE,2001,Total,7718435,852700,856510,1714497,1321406,1060562,741035,516798,654927
23,CE,Ceará,RegL,NE,2002,F,3970948,417154,417355,848002,684636,548824,401797,284716,368464
23,CE,Ceará,RegL,NE,2002,M,3859773,433398,434785,870080,677990,528498,367863,248858,298301
23,CE,Ceará,RegL,NE,2002,Total,7830721,850552,852140,1718082,1362626,1077322,769660,533574,666765
23,CE,Ceará,RegL,NE,2003,F,4026500,414847,415522,846712,705204,556693,416715,294063,376744
23,CE,Ceará,RegL,NE,2003,M,3912214,430726,433256,869840,699997,535224,383693,257099,302379
23,CE,Ceará,RegL,NE,2003,Total,7938714,845573,848778,1716552,1405201,1091917,800408,551162,679123
23,CE,Ceará,RegL,NE,2004,F,4080081,410826,414534,843889,725006,564748,431952,303345,385781
23,CE,Ceará,RegL,NE,2004,M,3962287,426536,432246,868086,721045,542189,399737,265149,307299
23,CE,Ceará,RegL,NE,2004,Total,8042368,837362,846780,1711975,1446051,1106937,831689,568494,693080
23,CE,Ceará,RegL,NE,2005,F,4131655,404996,414396,840279,742987,573782,447040,312266,395909
23,CE,Ceará,RegL,NE,2005,M,4009929,421029,431486,865683,739965,550353,415325,272752,313336
23,CE,Ceará,RegL,NE,2005,Total,8141584,826025,845882,1705962,1482952,1124135,862365,585018,709245
23,CE,Ceará,RegL,NE,2006,F,4181185,397404,414959,835915,759358,583558,462049,320884,407058
23,CE,Ceará,RegL,NE,2006,M,4055104,413617,431505,862534,757030,559454,430559,279983,320422
23,CE,Ceará,RegL,NE,2006,Total,8236289,811021,846464,1698449,1516388,1143012,892608,600867,727480
23,CE,Ceará,RegL,NE,2007,F,4228646,389894,414260,830929,774304,593849,477068,329088,419254
23,CE,Ceará,RegL,NE,2007,M,4097799,406231,430312,858652,772503,569249,445545,286715,328592
23,CE,Ceará,RegL,NE,2007,Total,8326445,796125,844572,1689581,1546807,1163098,922613,615803,747846
23,CE,Ceará,RegL,NE,2008,F,4274042,382487,412100,825931,787119,605158,491558,337424,432265
23,CE,Ceará,RegL,NE,2008,M,4138013,398896,427769,854533,785615,580233,459689,293652,337626
23,CE,Ceará,RegL,NE,2008,Total,8412055,781383,839869,1680464,1572734,1185391,951247,631076,769891
23,CE,Ceará,RegL,NE,2009,F,4317404,375239,408230,821602,796924,618167,504763,346747,445732
23,CE,Ceará,RegL,NE,2009,M,4175751,391672,423720,850670,795417,593031,472198,301864,347179
23,CE,Ceará,RegL,NE,2009,Total,8493155,766911,831950,1672272,1592341,1211198,976961,648611,792911
23,CE,Ceará,RegL,NE,2010,F,4358747,368207,402553,818341,803200,633193,516272,357548,459433
23,CE,Ceará,RegL,NE,2010,M,4211036,384626,418360,847104,801373,607903,482660,311961,357049
23,CE,Ceará,RegL,NE,2010,Total,8569783,752833,820913,1665445,1604573,1241096,998932,669509,816482
23,CE,Ceará,RegL,NE,2011,F,4398336,361430,395113,816092,806369,649970,526213,369661,473488
23,CE,Ceará,RegL,NE,2011,M,4244294,377794,411111,844522,804064,624584,491234,323733,367252
23,CE,Ceará,RegL,NE,2011,Total,8642630,739224,806224,1660614,1610433,1274554,1017447,693394,840740
23,CE,Ceará,RegL,NE,2012,F,4436427,354935,387743,813006,806760,668418,534547,383059,487959
23,CE,Ceará,RegL,NE,2012,M,4275986,371206,403894,841083,803951,643006,497909,337158,377779
23,CE,Ceará,RegL,NE,2012,Total,8712413,726141,791637,1654089,1610711,1311424,1032456,720217,865738
23,CE,Ceará,RegL,NE,2013,F,4473122,348757,380466,809135,804924,687616,541991,397375,502858
23,CE,Ceará,RegL,NE,2013,M,4306216,364902,396722,836833,801720,662176,503570,351680,388613
23,CE,Ceará,RegL,NE,2013,Total,8779338,713659,777188,1645968,1606644,1349792,1045561,749055,891471
23,CE,Ceará,RegL,NE,2014,F,4508480,342928,373327,804438,801760,706147,549671,411989,518220
23,CE,Ceará,RegL,NE,2014,M,4335073,358932,389637,831734,798462,680577,509572,366416,399743
23,CE,Ceará,RegL,NE,2014,Total,8843553,701860,762964,1636172,1600222,1386724,1059243,778405,917963
23,CE,Ceará,RegL,NE,2015,F,4542578,337484,366374,798812,797986,723002,558361,426462,534097
23,CE,Ceará,RegL,NE,2015,M,4362647,353347,382684,825695,795002,697141,516826,380744,411208
23,CE,Ceará,RegL,NE,2015,Total,8905225,690831,749058,1624507,1592988,1420143,1075187,807206,945305
23,CE,Ceará,RegL,NE,2016,F,4575463,332393,359659,792157,793622,738424,567832,440872,550504
23,CE,Ceará,RegL,NE,2016,M,4388969,348112,375920,818627,791243,712175,525094,394769,423029
23,CE,Ceará,RegL,NE,2016,Total,8964432,680505,735579,1610784,1584865,1450599,1092926,835641,973533
23,CE,Ceará,RegL,NE,2017,F,4607150,327606,353223,784350,788779,752621,577866,455320,567385
23,CE,Ceará,RegL,NE,2017,M,4414082,343180,369395,810458,787157,725988,534157,408602,435145
23,CE,Ceará,RegL,NE,2017,Total,9021232,670786,722618,1594808,1575936,1478609,1112023,863922,1002530
23,CE,Ceará,RegL,NE,2018,F,4637682,323106,347100,775211,784038,764909,588963,469299,585056
23,CE,Ceará,RegL,NE,2018,M,4438062,338534,363150,801072,783187,737896,544499,421723,448001
23,CE,Ceará,RegL,NE,2018,Total,9075744,661640,710250,1576283,1567225,1502805,1133462,891022,1033057
23,CE,Ceará,RegL,NE,2019,F,4667128,318874,341321,764541,780060,774434,601795,482112,603991
23,CE,Ceará,RegL,NE,2019,M,4460962,334157,357235,790349,779778,747030,556730,433435,462248
23,CE,Ceará,RegL,NE,2019,Total,9128090,653031,698556,1554890,1559838,1521464,1158525,915547,1066239
23,CE,Ceará,RegL,NE,2020,F,4695528,314873,335926,752289,777229,780692,616675,493385,624459
23,CE,Ceará,RegL,NE,2020,M,4482835,330015,351701,778519,776932,752922,571117,443389,478240
23,CE,Ceará,RegL,NE,2020,Total,9178363,644888,687627,1530808,1554161,1533614,1187792,936774,1102699
23,CE,Ceará,RegL,NE,2021,F,4722910,311115,330879,738545,775453,784008,633304,503205,646401
23,CE,Ceará,RegL,NE,2021,M,4503719,326117,346513,765056,775196,755940,587321,451690,495886
23,CE,Ceará,RegL,NE,2021,Total,9226629,637232,677392,1503601,1550649,1539948,1220625,954895,1142287
23,CE,Ceará,RegL,NE,2022,F,4749277,307582,326135,725158,772884,784599,651569,511495,669855
23,CE,Ceará,RegL,NE,2022,M,4523622,322450,341628,751875,772665,756302,605189,458284,515229
23,CE,Ceará,RegL,NE,2022,Total,9272899,630032,667763,1477033,1545549,1540901,1256758,969779,1185084
23,CE,Ceará,RegL,NE,2023,F,4774608,304202,321676,712169,769576,783008,670567,518939,694471
23,CE,Ceará,RegL,NE,2023,M,4542512,318937,337027,739017,769395,754649,623776,463981,535730
23,CE,Ceará,RegL,NE,2023,Total,9317120,623139,658703,1451186,1538971,1537657,1294343,982920,1230201
23,CE,Ceará,RegL,NE,2024,F,4798865,300916,317481,699650,765493,780117,688905,526624,719679
23,CE,Ceará,RegL,NE,2024,M,4560381,315517,332689,726557,765361,752029,641645,470018,556565
23,CE,Ceará,RegL,NE,2024,Total,9359246,616433,650170,1426207,1530854,1532146,1330550,996642,1276244
23,CE,Ceará,RegL,NE,2025,F,4822035,297685,313515,687680,760548,776627,705596,535291,745093
23,CE,Ceará,RegL,NE,2025,M,4577225,312147,328586,714583,760481,749227,657775,477228,577198
23,CE,Ceará,RegL,NE,2025,Total,9399260,609832,642101,1402263,1521029,1525854,1363371,1012519,1322291
23,CE,Ceará,RegL,NE,2026,F,4844085,294478,309791,676273,754632,772558,720878,544706,770769
23,CE,Ceará,RegL,NE,2026,M,4593041,308803,324725,703118,754664,746151,672463,485389,597728
23,CE,Ceará,RegL,NE,2026,Total,9437126,603281,634516,1379391,1509296,1518709,1393341,1030095,1368497
23,CE,Ceará,RegL,NE,2027,F,4864983,291286,306289,665423,747614,768009,734958,554667,796737
23,CE,Ceará,RegL,NE,2027,M,4607808,305472,321091,692159,747839,742760,686005,494294,618188
23,CE,Ceará,RegL,NE,2027,Total,9472791,596758,627380,1357582,1495453,1510769,1420963,1048961,1414925
23,CE,Ceará,RegL,NE,2028,F,4884700,288103,302940,655150,739307,763567,747164,565659,822810
23,CE,Ceará,RegL,NE,2028,M,4621493,302145,317611,681741,739864,739487,697745,504398,638502
23,CE,Ceará,RegL,NE,2028,Total,9506193,590248,620551,1336891,1479171,1503054,1444909,1070057,1461312
23,CE,Ceará,RegL,NE,2029,F,4903207,284924,299683,645469,729496,759891,756657,578323,848764
23,CE,Ceará,RegL,NE,2029,M,4634089,298822,314223,671895,730607,736765,706868,516277,658632
23,CE,Ceará,RegL,NE,2029,Total,9537296,583746,613906,1317364,1460103,1496656,1463525,1094600,1507396
23,CE,Ceará,RegL,NE,2030,F,4920502,281746,296476,636381,718115,757360,762952,592966,874506
23,CE,Ceará,RegL,NE,2030,M,4645561,295497,310882,662640,720276,734590,712916,530176,678584
23,CE,Ceará,RegL,NE,2030,Total,9566063,577243,607358,1299021,1438391,1491950,1475868,1123142,1553090
24,RN,Rio Grande do Norte,RegL,NE,2000,F,1434665,144515,146872,309632,245842,209399,142084,102745,133576
24,RN,Rio Grande do Norte,RegL,NE,2000,M,1403220,150762,151855,318321,247158,204852,130847,88702,110723
24,RN,Rio Grande do Norte,RegL,NE,2000,Total,2837885,295277,298727,627953,493000,414251,272931,191447,244299
24,RN,Rio Grande do Norte,RegL,NE,2001,F,1458391,146122,145345,310135,252363,213359,148156,105857,137054
24,RN,Rio Grande do Norte,RegL,NE,2001,M,1426270,152221,150521,318994,254466,208937,137312,91728,112091
24,RN,Rio Grande do Norte,RegL,NE,2001,Total,2884661,298343,295866,629129,506829,422296,285468,197585,249145
24,RN,Rio Grande do Norte,RegL,NE,2002,F,1481713,147339,144213,309282,259774,216389,155157,109035,140524
24,RN,Rio Grande do Norte,RegL,NE,2002,M,1448822,153254,149596,318248,262712,212015,144713,94774,113510
24,RN,Rio Grande do Norte,RegL,NE,2002,Total,2930535,300593,293809,627530,522486,428404,299870,203809,254034
24,RN,Rio Grande do Norte,RegL,NE,2003,F,1504651,148029,143618,307372,267645,218850,162751,112251,144135
24,RN,Rio Grande do Norte,RegL,NE,2003,M,1470899,153730,149212,316429,271391,214494,152691,97833,115119
24,RN,Rio Grande do Norte,RegL,NE,2003,Total,2975550,301759,292830,623801,539036,433344,315442,210084,259254
24,RN,Rio Grande do Norte,RegL,NE,2004,F,1527205,148011,143681,304889,275321,221310,170403,115453,148137
24,RN,Rio Grande do Norte,RegL,NE,2004,M,1492489,153483,149472,314081,279739,217006,160683,100890,117135
24,RN,Rio Grande do Norte,RegL,NE,2004,Total,3019694,301494,293153,618970,555060,438316,331086,216343,265272
24,RN,Rio Grande do Norte,RegL,NE,2005,F,1549353,147163,144427,302223,282337,224152,177747,118647,152657
24,RN,Rio Grande do Norte,RegL,NE,2005,M,1513580,152494,150292,311640,287219,219988,168307,103966,119674
24,RN,Rio Grande do Norte,RegL,NE,2005,Total,3062933,299657,294719,613863,569556,444140,346054,222613,272331
24,RN,Rio Grande do Norte,RegL,NE,2006,F,1571078,145067,146164,299447,288757,227317,184819,121840,157667
24,RN,Rio Grande do Norte,RegL,NE,2006,M,1534149,150454,151868,309146,293935,223370,175596,107070,122710
24,RN,Rio Grande do Norte,RegL,NE,2006,Total,3105227,295521,298032,608593,582692,450687,360415,228910,280377
24,RN,Rio Grande do Norte,RegL,NE,2007,F,1592364,142973,147515,296683,294641,230752,191629,124979,163192
24,RN,Rio Grande do Norte,RegL,NE,2007,M,1554188,148409,153034,306692,299970,227090,182570,110152,126271
24,RN,Rio Grande do Norte,RegL,NE,2007,Total,3146552,291382,300549,603375,594611,457842,374199,235131,289463
24,RN,Rio Grande do Norte,RegL,NE,2008,F,1613198,140862,148338,294253,299674,234688,197967,128369,169047
24,RN,Rio Grande do Norte,RegL,NE,2008,M,1573693,146338,153648,304590,305031,231385,189001,113514,130186
24,RN,Rio Grande do Norte,RegL,NE,2008,Total,3186891,287200,301986,598843,604705,466073,386968,241883,299233
24,RN,Rio Grande do Norte,RegL,NE,2009,F,1633601,138746,148448,292517,303453,239426,203569,132476,174966
24,RN,Rio Grande do Norte,RegL,NE,2009,M,1592658,144254,153539,303157,308757,236554,194612,117605,134180
24,RN,Rio Grande do Norte,RegL,NE,2009,Total,3226259,283000,301987,595674,612210,475980,398181,250081,309146
24,RN,Rio Grande do Norte,RegL,NE,2010,F,1653558,136650,147721,291695,305751,245108,208301,137553,180779
24,RN,Rio Grande do Norte,RegL,NE,2010,M,1611089,142184,152690,302491,310962,242737,199261,122668,138096
24,RN,Rio Grande do Norte,RegL,NE,2010,Total,3264647,278834,300411,594186,616713,487845,407562,260221,318875
24,RN,Rio Grande do Norte,RegL,NE,2011,F,1673060,134584,145738,292142,306647,251683,212172,143523,186571
24,RN,Rio Grande do Norte,RegL,NE,2011,M,1629001,140133,150785,302878,311735,249863,202992,128623,141992
24,RN,Rio Grande do Norte,RegL,NE,2011,Total,3302061,274717,296523,595020,618382,501546,415164,272146,328563
24,RN,Rio Grande do Norte,RegL,NE,2012,F,1692079,132556,143730,292556,306177,259161,215136,150392,192371
24,RN,Rio Grande do Norte,RegL,NE,2012,M,1646410,138104,148858,303244,311132,257929,205789,135465,145889
24,RN,Rio Grande do Norte,RegL,NE,2012,Total,3338489,270660,292588,595800,617309,517090,420925,285857,338260
24,RN,Rio Grande do Norte,RegL,NE,2013,F,1710634,130589,141682,292935,304636,267108,217557,157834,198293
24,RN,Rio Grande do Norte,RegL,NE,2013,M,1663325,136121,146881,303582,309487,266444,208050,142862,149898
24,RN,Rio Grande do Norte,RegL,NE,2013,Total,3373959,266710,288563,596517,614123,533552,425607,300696,348191
24,RN,Rio Grande do Norte,RegL,NE,2014,F,1728737,128705,139604,293226,302491,274876,219987,165329,204519
24,RN,Rio Grande do Norte,RegL,NE,2014,M,1679773,134215,144861,303825,307329,274659,210389,150290,154205
24,RN,Rio Grande do Norte,RegL,NE,2014,Total,3408510,262920,284465,597051,609820,549535,430376,315619,358724
24,RN,Rio Grande do Norte,RegL,NE,2015,F,1746406,126932,137511,293328,300119,281989,222813,172529,211185
24,RN,Rio Grande do Norte,RegL,NE,2015,M,1695769,132417,142809,303859,305082,282044,213221,157395,158942
24,RN,Rio Grande do Norte,RegL,NE,2015,Total,3442175,259349,280320,597187,605201,564033,436034,329924,370127
24,RN,Rio Grande do Norte,RegL,NE,2016,F,1763660,125282,135433,293135,297594,288510,225975,179462,218269
24,RN,Rio Grande do Norte,RegL,NE,2016,M,1711338,130745,140753,303572,302782,288692,216490,164204,164100
24,RN,Rio Grande do Norte,RegL,NE,2016,Total,3474998,256027,276186,596707,600376,577202,442465,343666,382369
24,RN,Rio Grande do Norte,RegL,NE,2017,F,1780507,123760,133393,292516,295041,294490,229421,186140,225746
24,RN,Rio Grande do Norte,RegL,NE,2017,M,1726496,129200,138719,302836,300519,294678,220136,170741,169667
24,RN,Rio Grande do Norte,RegL,NE,2017,Total,3507003,252960,272112,595352,595560,589168,449557,356881,395413
24,RN,Rio Grande do Norte,RegL,NE,2018,F,1796962,122362,131410,291311,292776,299608,233385,192369,233741
24,RN,Rio Grande do Norte,RegL,NE,2018,M,1741256,127781,136730,301484,298599,299720,224380,176803,175759
24,RN,Rio Grande do Norte,RegL,NE,2018,Total,3538218,250143,268140,592795,591375,599328,457765,369172,409500
24,RN,Rio Grande do Norte,RegL,NE,2019,F,1813025,121078,129511,289349,291153,303455,238162,197888,242429
24,RN,Rio Grande do Norte,RegL,NE,2019,M,1755619,126476,134817,299358,297324,303469,229511,182135,182529
24,RN,Rio Grande do Norte,RegL,NE,2019,Total,3568644,247554,264328,588707,588477,606924,467673,380023,424958
24,RN,Rio Grande do Norte,RegL,NE,2020,F,1828697,119894,127723,286521,290392,305805,243891,202577,251894
24,RN,Rio Grande do Norte,RegL,NE,2020,M,1769591,125273,133011,296455,296786,305735,235663,186603,190065
24,RN,Rio Grande do Norte,RegL,NE,2020,Total,3598288,245167,260734,582976,587178,611540,479554,389180,441959
24,RN,Rio Grande do Norte,RegL,NE,2021,F,1843983,118796,126059,282441,290868,306745,250509,206438,262127
24,RN,Rio Grande do Norte,RegL,NE,2021,M,1783175,124153,131332,292493,297274,306602,242746,190240,198335
24,RN,Rio Grande do Norte,RegL,NE,2021,Total,3627158,242949,257391,574934,588142,613347,493255,396678,460462
24,RN,Rio Grande do Norte,RegL,NE,2022,F,1858865,117760,124523,278374,291308,306312,258019,209426,273143
24,RN,Rio Grande do Norte,RegL,NE,2022,M,1796368,123096,129780,288528,297729,306121,250740,193024,207350
24,RN,Rio Grande do Norte,RegL,NE,2022,Total,3655233,240856,254303,566902,589037,612433,508759,402450,480493
24,RN,Rio Grande do Norte,RegL,NE,2023,F,1873337,116766,123111,274326,291711,304802,265992,211892,284737
24,RN,Rio Grande do Norte,RegL,NE,2023,M,1809140,122080,128351,284556,298152,304610,259172,195325,216894
24,RN,Rio Grande do Norte,RegL,NE,2023,Total,3682477,238846,251462,558882,589863,609412,525164,407217,501631
24,RN,Rio Grande do Norte,RegL,NE,2024,F,1887365,115787,121812,270326,292019,302680,273783,214371,296587
24,RN,Rio Grande do Norte,RegL,NE,2024,M,1821480,121077,127039,280613,298474,302590,267312,197715,226660
24,RN,Rio Grande do Norte,RegL,NE,2024,Total,3708845,236864,248851,550939,590493,605270,541095,412086,523247
