"0-4 anos","10-19 anos","20-29 anos","30-39 anos","40-49 anos","5-9 anos","50-59 anos","60+ anos","Ano","Código","Região","Região oficial","Sigla","Tipo","Total","UF"
160573,319949,260368,209975,138394,164716,77182,70378,2000,11,"RegN","N","RO","Estado",1401535,"Rondônia"
162084,322599,267437,214927,145288,164597,80913,73203,2001,11,"RegN","N","RO","Estado",1431048,"Rondônia"
163196,324377,275117,219419,152376,164136,85030,76160,2002,11,"RegN","N","RO","Estado",1459811,"Rondônia"
164048,325479,283067,223653,159554,163286,89514,79249,2003,11,"RegN","N","RO","Estado",1487850,"Rondônia"
164765,326209,290774,227933,166674,161989,94329,82478,2004,11,"RegN","N","RO","Estado",1515151,"Rondônia"
165556,326755,297881,232474,173637,160112,99443,85857,2005,11,"RegN","N","RO","Estado",1541715,"Rondônia"
162658,327033,304384,237273,180430,161517,104845,89406,2006,11,"RegN","N","RO","Estado",1567546,"Rondônia"
159847,327025,310224,242316,187053,162536,110499,93140,2007,11,"RegN","N","RO","Estado",1592640,"Rondônia"
157101,326599,315334,247762,193399,163301,116393,97103,2008,11,"RegN","N","RO","Estado",1616992,"Rondônia"
154445,325513,319694,253813,199345,163927,122513,101357,2009,11,"RegN","N","RO","Estado",1640607,"Rondônia"
151892,323518,323284,260565,204828,164626,128834,105943,2010,11,"RegN","N","RO","Estado",1663490,"Rondônia"
149458,324493,326023,267957,209865,161657,135347,110897,2011,11,"RegN","N","RO","Estado",1685697,"Rondônia"
147144,324785,327825,275951,214454,158803,142051,116259,2012,11,"RegN","N","RO","Estado",1707272,"Rondônia"
144943,324488,328889,284205,218787,156036,148847,122019,2013,11,"RegN","N","RO","Estado",1728214,"Rondônia"
142826,323664,329542,292192,223160,153383,155595,128169,2014,11,"RegN","N","RO","Estado",1748531,"Rondônia"
140771,322387,329968,299563,227775,150851,162199,134690,2015,11,"RegN","N","RO","Estado",1768204,"Rondônia"
138798,320751,330112,306297,232629,148447,168647,141598,2016,11,"RegN","N","RO","Estado",1787279,"Rondônia"
136935,318867,329971,312322,237714,146162,174942,148875,2017,11,"RegN","N","RO","Estado",1805788,"Rondônia"
135197,316839,329424,317564,243191,143984,180986,156556,2018,11,"RegN","N","RO","Estado",1823741,"Rondônia"
133580,314814,328252,322000,249258,141892,186662,164684,2019,11,"RegN","N","RO","Estado",1841142,"Rondônia"
132095,313005,326218,325606,256009,139864,191916,173279,2020,11,"RegN","N","RO","Estado",1857992,"Rondônia"
130732,307699,327162,328324,263386,137911,196769,182335,2021,11,"RegN","N","RO","Estado",1874318,"Rondônia"
129474,302628,327445,330114,271346,136069,201219,191860,2022,11,"RegN","N","RO","Estado",1890155,"Rondônia"
128305,297743,327162,331164,279554,134350,205439,201766,2023,11,"RegN","N","RO","Estado",1905483,"Rondônia"
127203,293054,326366,331799,287499,132758,209712,211905,2024,11,"RegN","N","RO","Estado",1920296,"Rondônia"
126161,288549,325131,332210,294833,131289,214223,222173,2025,11,"RegN","N","RO","Estado",1934569,"Rondônia"
125148,284249,323549,332337,301533,129939,218968,232572,2026,11,"RegN","N","RO","Estado",1948295,"Rondônia"
124142,280170,321721,332183,307528,128698,223944,243097,2027,11,"RegN","N","RO","Estado",1961483,"Rondônia"
123141,276322,319747,331644,312741,127544,229294,253681,2028,11,"RegN","N","RO","Estado",1974114,"Rondônia"
122142,272678,317752,330504,317155,126458,235209,264265,2029,11,"RegN","N","RO","Estado",1986163,"Rondônia"
121140,269223,315954,328537,320751,125431,241776,274805,2030,11,"RegN","N","RO","Estado",1997617,"Rondônia"
84773,138884,106522,72347,48572,77034,28602,30673,2000,12,"RegN","N","AC","Estado",587407,"Acre"
86180,140339,110461,74952,50470,78556,29818,31233,2001,12,"RegN","N","AC","Estado",602009,"Acre"
87409,141616,114602,77660,52326,80069,31142,31957,2002,12,"RegN","N","AC","Estado",616781,"Acre"
88441,142892,118737,80478,54178,81533,32574,32817,2003,12,"RegN","N","AC","Estado",631650,"Acre"
89283,144428,122553,83408,56093,82888,34108,33787,2004,12,"RegN","N","AC","Estado",646548,"Acre"
90023,146382,125852,86452,58118,84017,35740,34843,2005,12,"RegN","N","AC","Estado",661427,"Acre"
90106,148719,128677,89597,60241,85454,37472,35986,2006,12,"RegN","N","AC","Estado",676252,"Acre"
90014,151431,131035,92817,62454,86715,39310,37221,2007,12,"RegN","N","AC","Estado",690997,"Acre"
89775,154373,133014,96147,64763,87782,41209,38572,2008,12,"RegN","N","AC","Estado",705635,"Acre"
89420,157302,134764,99667,67158,88659,43103,40059,2009,12,"RegN","N","AC","Estado",720132,"Acre"
88960,159968,136395,103394,69643,89432,44953,41702,2010,12,"RegN","N","AC","Estado",734447,"Acre"
88426,162943,137882,107308,72229,89548,46772,43508,2011,12,"RegN","N","AC","Estado",748616,"Acre"
87845,165736,139192,111423,74915,89487,48559,45474,2012,12,"RegN","N","AC","Estado",762631,"Acre"
87220,168282,140508,115528,77711,89276,50348,47590,2013,12,"RegN","N","AC","Estado",776463,"Acre"
86554,170528,142081,119325,80619,88942,52208,49844,2014,12,"RegN","N","AC","Estado",790101,"Acre"
85849,172450,144060,122620,83643,88496,54177,52218,2015,12,"RegN","N","AC","Estado",803513,"Acre"
85089,174024,146416,125452,86769,87970,56242,54725,2016,12,"RegN","N","AC","Estado",816687,"Acre"
84259,175238,149144,127833,89973,87397,58397,57378,2017,12,"RegN","N","AC","Estado",829619,"Acre"
83368,176111,152099,129840,93288,86784,60650,60150,2018,12,"RegN","N","AC","Estado",842290,"Acre"
82425,176669,155042,131628,96794,86129,62989,63015,2019,12,"RegN","N","AC","Estado",854691,"Acre"
81446,177015,157733,133303,100498,85434,65418,65964,2020,12,"RegN","N","AC","Estado",866811,"Acre"
80444,176627,160726,134835,104391,84687,67939,69005,2021,12,"RegN","N","AC","Estado",878654,"Acre"
79433,176015,163536,136194,108477,83874,70557,72134,2022,12,"RegN","N","AC","Estado",890220,"Acre"
78431,175214,166099,137548,112550,82996,73275,75381,2023,12,"RegN","N","AC","Estado",901494,"Acre"
77446,174247,168364,139154,116325,82062,76102,78780,2024,12,"RegN","N","AC","Estado",912480,"Acre"
76481,173129,170307,141154,119609,81090,79042,82359,2025,12,"RegN","N","AC","Estado",923171,"Acre"
75542,171870,171907,143522,122436,80094,82085,86124,2026,12,"RegN","N","AC","Estado",933580,"Acre"
74637,170496,173154,146250,124819,79093,85200,90065,2027,12,"RegN","N","AC","Estado",943714,"Acre"
73768,169016,174060,149201,126834,78098,88423,94173,2028,12,"RegN","N","AC","Estado",953573,"Acre"
72935,167443,174651,152144,128628,77122,91825,98406,2029,12,"RegN","N","AC","Estado",963154,"Acre"
72140,165798,175027,154834,130310,76163,95421,102771,2030,12,"RegN","N","AC","Estado",972464,"Acre"
407544,678254,536335,366207,238909,380967,131090,133218,2000,13,"RegN","N","AM","Estado",2872524,"Amazonas"
409695,687876,556538,379039,250604,388903,137716,136356,2001,13,"RegN","N","AM","Estado",2946727,"Amazonas"
411637,696878,576990,392243,262593,395900,145153,139969,2002,13,"RegN","N","AM","Estado",3021363,"Amazonas"
413550,705977,596934,406054,274697,401571,153311,144033,2003,13,"RegN","N","AM","Estado",3096127,"Amazonas"
415747,716206,615290,420776,286664,405490,162026,148541,2004,13,"RegN","N","AM","Estado",3170740,"Amazonas"
418904,728078,631406,436578,298353,406987,171185,153504,2005,13,"RegN","N","AM","Estado",3244995,"Amazonas"
420182,741276,645299,453392,309787,409017,180783,158943,2006,13,"RegN","N","AM","Estado",3318679,"Amazonas"
420520,755640,656798,471186,320952,410837,190789,164872,2007,13,"RegN","N","AM","Estado",3391594,"Amazonas"
420024,770049,666528,489721,332057,412628,201152,171403,2008,13,"RegN","N","AM","Estado",3463562,"Amazonas"
418820,782779,675549,508651,343427,414700,211822,178708,2009,13,"RegN","N","AM","Estado",3534456,"Amazonas"
417019,792233,684593,527657,355297,417725,222761,186880,2010,13,"RegN","N","AM","Estado",3604165,"Amazonas"
414748,801499,693447,546840,367626,418905,233985,195919,2011,13,"RegN","N","AM","Estado",3672969,"Amazonas"
412122,809752,701826,566361,380352,419189,245546,205828,2012,13,"RegN","N","AM","Estado",3740976,"Amazonas"
409194,816751,710409,585451,393682,418672,257230,216532,2013,13,"RegN","N","AM","Estado",3807921,"Amazonas"
405980,822401,720198,603065,407919,417479,268794,227907,2014,13,"RegN","N","AM","Estado",3873743,"Amazonas"
402454,826706,731688,618571,423223,415721,280098,239875,2015,13,"RegN","N","AM","Estado",3938336,"Amazonas"
398509,829790,744594,632023,439578,413511,291173,252489,2016,13,"RegN","N","AM","Estado",4001667,"Amazonas"
394089,831849,758747,643277,456953,410945,302007,265747,2017,13,"RegN","N","AM","Estado",4063614,"Amazonas"
389272,833132,773025,652915,475110,408076,312793,279710,2018,13,"RegN","N","AM","Estado",4124033,"Amazonas"
384132,834065,785733,661975,493734,404916,323855,294489,2019,13,"RegN","N","AM","Estado",4182899,"Amazonas"
378749,835421,795319,671184,512529,401445,335420,310143,2020,13,"RegN","N","AM","Estado",4240210,"Amazonas"
373305,834463,804726,680211,531505,397534,347422,326680,2021,13,"RegN","N","AM","Estado",4295846,"Amazonas"
367938,832207,813074,688722,550769,393135,359804,344162,2022,13,"RegN","N","AM","Estado",4349811,"Amazonas"
362683,828839,820183,697438,569621,388341,372791,362371,2023,13,"RegN","N","AM","Estado",4402267,"Amazonas"
357583,824496,825955,707335,587038,383224,386644,380958,2024,13,"RegN","N","AM","Estado",4453233,"Amazonas"
352674,819263,830393,718884,602408,377864,401517,399710,2025,13,"RegN","N","AM","Estado",4502713,"Amazonas"
347985,813113,833582,731768,615744,372440,417351,418685,2026,13,"RegN","N","AM","Estado",4550668,"Amazonas"
343530,806099,835697,745812,626898,367095,434112,437862,2027,13,"RegN","N","AM","Estado",4597105,"Amazonas"
339324,798385,837017,759975,636474,361857,451614,457492,2028,13,"RegN","N","AM","Estado",4642138,"Amazonas"
335361,790054,837960,772609,645487,356772,469564,477975,2029,13,"RegN","N","AM","Estado",4685782,"Amazonas"
331617,781156,839280,782194,654644,351881,487691,499564,2030,13,"RegN","N","AM","Estado",4728027,"Amazonas"
48084,77462,61650,46891,30370,44383,15179,12810,2000,14,"RegN","N","RR","Estado",336829,"Roraima"
49773,80175,64370,48785,32268,46132,16382,13293,2001,14,"RegN","N","RR","Estado",351178,"Roraima"
51244,82733,67270,50607,34171,47746,17693,13811,2002,14,"RegN","N","RR","Estado",365275,"Roraima"
52513,85202,70255,52375,36058,49175,19087,14370,2003,14,"RegN","N","RR","Estado",379035,"Roraima"
53606,87682,73172,54127,37898,50373,20534,15000,2004,14,"RegN","N","RR","Estado",392392,"Roraima"
54577,90225,75921,55889,39668,51273,22011,15709,2005,14,"RegN","N","RR","Estado",405273,"Roraima"
54650,92797,78484,57665,41378,52647,23498,16515,2006,14,"RegN","N","RR","Estado",417634,"Roraima"
54553,95367,80811,59463,43022,53787,24984,17419,2007,14,"RegN","N","RR","Estado",429406,"Roraima"
54297,97814,82925,61313,44596,54705,26467,18416,2008,14,"RegN","N","RR","Estado",440533,"Roraima"
53903,99945,84907,63243,46102,55427,27936,19506,2009,14,"RegN","N","RR","Estado",450969,"Roraima"
53396,101592,86796,65270,47531,56016,29390,20687,2010,14,"RegN","N","RR","Estado",460678,"Roraima"
52833,103634,88581,67448,48893,55737,30846,21971,2011,14,"RegN","N","RR","Estado",469943,"Roraima"
52272,105423,90252,69845,50228,55360,32321,23372,2012,14,"RegN","N","RR","Estado",479073,"Roraima"
51728,106948,91886,72366,51556,54901,33805,24882,2013,14,"RegN","N","RR","Estado",488072,"Roraima"
51200,108198,93602,74873,52910,54387,35270,26496,2014,14,"RegN","N","RR","Estado",496936,"Roraima"
50684,109173,95469,77258,54324,53840,36709,28208,2015,14,"RegN","N","RR","Estado",505665,"Roraima"
50165,109886,97454,79513,55801,53272,38132,30006,2016,14,"RegN","N","RR","Estado",514229,"Roraima"
49630,110358,99552,81590,57357,52707,39542,31900,2017,14,"RegN","N","RR","Estado",522636,"Roraima"
49079,110617,101652,83538,59019,52155,40927,33892,2018,14,"RegN","N","RR","Estado",530879,"Roraima"
48514,110713,103588,85427,60830,51620,42298,35973,2019,14,"RegN","N","RR","Estado",538963,"Roraima"
47945,110719,105208,87309,62810,51098,43653,38149,2020,14,"RegN","N","RR","Estado",546891,"Roraima"
47393,109883,107299,89135,64974,50574,44981,40424,2021,14,"RegN","N","RR","Estado",554663,"Roraima"
46875,108949,109141,90851,67354,50034,46286,42798,2022,14,"RegN","N","RR","Estado",562288,"Roraima"
46394,107945,110724,92529,69853,49472,47588,45255,2023,14,"RegN","N","RR","Estado",569760,"Roraima"
45956,106889,112027,94289,72334,48898,48917,47770,2024,14,"RegN","N","RR","Estado",577080,"Roraima"
45560,105806,113054,96196,74691,48322,50302,50330,2025,14,"RegN","N","RR","Estado",584261,"Roraima"
45201,104695,113814,98215,76920,47765,51751,52940,2026,14,"RegN","N","RR","Estado",591301,"Roraima"
44875,103570,114322,100349,78974,47244,53274,55594,2027,14,"RegN","N","RR","Estado",598202,"Roraima"
44579,102447,114606,102480,80900,46757,54898,58293,2028,14,"RegN","N","RR","Estado",604960,"Roraima"
44314,101329,114705,104449,82771,46314,56661,61040,2029,14,"RegN","N","RR","Estado",611583,"Roraima"
44072,100214,114696,106107,84643,45910,58581,63834,2030,14,"RegN","N","RR","Estado",618057,"Roraima"
835174,1508654,1161055,821258,567373,807497,338099,347766,2000,15,"RegN","N","PA","Estado",6386876,"Pará"
838558,1520137,1198971,846735,588930,813930,352115,357307,2001,15,"RegN","N","PA","Estado",6516683,"Pará"
841665,1528044,1238626,873247,610039,819377,367528,367953,2002,15,"RegN","N","PA","Estado",6646479,"Pará"
844575,1534019,1278306,900774,630879,823498,384246,379568,2003,15,"RegN","N","PA","Estado",6775865,"Pará"
847438,1540558,1315442,929235,651763,825879,402091,391986,2004,15,"RegN","N","PA","Estado",6904392,"Pará"
850903,1549154,1348356,958592,672935,825691,420901,405128,2005,15,"RegN","N","PA","Estado",7031660,"Pará"
848397,1559363,1377298,988697,694357,829465,440645,419083,2006,15,"RegN","N","PA","Estado",7157305,"Pará"
844212,1571106,1402280,1019229,716002,832976,461340,433866,2007,15,"RegN","N","PA","Estado",7281011,"Pará"
838448,1583242,1423386,1050681,738111,836301,482577,449769,2008,15,"RegN","N","PA","Estado",7402515,"Pará"
831347,1593820,1440998,1083882,761002,839583,503795,467229,2009,15,"RegN","N","PA","Estado",7521656,"Pará"
823194,1600994,1455484,1119140,784892,843476,524649,486511,2010,15,"RegN","N","PA","Estado",7638340,"Pará"
814180,1611338,1466705,1156022,809736,841367,545141,507504,2011,15,"RegN","N","PA","Estado",7751993,"Pará"
804490,1620452,1474416,1194539,835541,837497,565218,530180,2012,15,"RegN","N","PA","Estado",7862333,"Pará"
794380,1628093,1480278,1233125,862336,831994,585053,554395,2013,15,"RegN","N","PA","Estado",7969654,"Pará"
783993,1633971,1486732,1269283,890037,825090,604950,579868,2014,15,"RegN","N","PA","Estado",8073924,"Pará"
773411,1637898,1495234,1301387,918592,817052,625117,606422,2015,15,"RegN","N","PA","Estado",8175113,"Pará"
762492,1639784,1505304,1329592,947827,808112,645509,634104,2016,15,"RegN","N","PA","Estado",8272724,"Pará"
751214,1639669,1516863,1353911,977415,798502,666105,662949,2017,15,"RegN","N","PA","Estado",8366628,"Pará"
739766,1637728,1528848,1374511,1007885,788469,687146,692876,2018,15,"RegN","N","PA","Estado",8457229,"Pará"
728275,1634319,1539367,1391754,1040037,778163,708933,723791,2019,15,"RegN","N","PA","Estado",8544639,"Pará"
716840,1630346,1546593,1405997,1074177,767659,731678,755611,2020,15,"RegN","N","PA","Estado",8628901,"Pará"
705787,1619595,1557105,1417223,1110024,756866,755388,788376,2021,15,"RegN","N","PA","Estado",8710364,"Pará"
695335,1606534,1566518,1425184,1147607,745757,780094,822101,2022,15,"RegN","N","PA","Estado",8789130,"Pará"
685409,1591449,1574506,1431351,1185288,734473,805757,856756,2023,15,"RegN","N","PA","Estado",8864989,"Pará"
675982,1574714,1580776,1438099,1220632,723140,832293,892364,2024,15,"RegN","N","PA","Estado",8938000,"Pará"
667049,1556676,1585143,1446847,1252056,711858,859652,928950,2025,15,"RegN","N","PA","Estado",9008231,"Pará"
658607,1537484,1587597,1457248,1279820,700958,887727,966549,2026,15,"RegN","N","PA","Estado",9075990,"Pará"
650629,1517347,1588164,1469222,1303946,690659,916205,1005178,2027,15,"RegN","N","PA","Estado",9141350,"Pará"
643088,1496625,1586935,1481608,1324486,680884,945543,1044935,2028,15,"RegN","N","PA","Estado",9204104,"Pará"
635970,1475590,1584257,1492566,1341805,671599,976506,1085995,2029,15,"RegN","N","PA","Estado",9264288,"Pará"
629236,1454420,1581010,1500317,1356258,662805,1009401,1128463,2030,15,"RegN","N","PA","Estado",9321910,"Pará"
74672,118061,95383,65745,39918,66177,20441,18932,2000,16,"RegN","N","AP","Estado",499329,"Amapá"
77654,120998,99226,69160,42397,68418,21705,19644,2001,16,"RegN","N","AP","Estado",519202,"Amapá"
80057,123749,103129,72737,44898,70690,23104,20472,2002,16,"RegN","N","AP","Estado",538836,"Amapá"
82079,126453,107019,76409,47426,72964,24644,21404,2003,16,"RegN","N","AP","Estado",558398,"Amapá"
83669,129328,110779,80071,50003,75207,26320,22409,2004,16,"RegN","N","AP","Estado",577786,"Amapá"
84837,132508,114337,83653,52639,77340,28131,23469,2005,16,"RegN","N","AP","Estado",596914,"Amapá"
84773,135978,117688,87148,55320,80111,30079,24595,2006,16,"RegN","N","AP","Estado",615692,"Amapá"
84657,139756,120828,90525,58038,82287,32182,25795,2007,16,"RegN","N","AP","Estado",634068,"Amapá"
84275,143744,123753,93835,60813,84060,34398,27099,2008,16,"RegN","N","AP","Estado",651977,"Amapá"
83669,147757,126487,97150,63689,85382,36675,28551,2009,16,"RegN","N","AP","Estado",669360,"Amapá"
82889,151625,129060,100507,66683,86265,38985,30175,2010,16,"RegN","N","AP","Estado",686189,"Amapá"
82002,156168,131490,103916,69817,85944,41322,31979,2011,16,"RegN","N","AP","Estado",702638,"Amapá"
81085,160215,133790,107408,73123,85619,43690,33976,2012,16,"RegN","N","AP","Estado",718906,"Amapá"
80177,163927,136111,110915,76535,85086,46090,36155,2013,16,"RegN","N","AP","Estado",734996,"Amapá"
79310,167235,138670,114326,79967,84386,48536,38482,2014,16,"RegN","N","AP","Estado",750912,"Amapá"
78505,170069,141607,117573,83341,83574,51052,40958,2015,16,"RegN","N","AP","Estado",766679,"Amapá"
77764,172392,144903,120666,86663,82683,53623,43601,2016,16,"RegN","N","AP","Estado",782295,"Amapá"
77056,174144,148584,123600,89909,81759,56245,46425,2017,16,"RegN","N","AP","Estado",797722,"Amapá"
76379,175317,152552,126383,93130,80839,58937,49424,2018,16,"RegN","N","AP","Estado",812961,"Amapá"
75718,175902,156636,129048,96399,79965,61753,52607,2019,16,"RegN","N","AP","Estado",828028,"Amapá"
75070,175960,160666,131633,99763,79154,64706,55962,2020,16,"RegN","N","AP","Estado",842914,"Amapá"
74453,174740,165412,134119,103207,78402,67809,59492,2021,16,"RegN","N","AP","Estado",857634,"Amapá"
73900,173457,169658,136478,106735,77683,71075,63201,2022,16,"RegN","N","AP","Estado",872187,"Amapá"
73413,171947,173560,138861,110272,76996,74452,67085,2023,16,"RegN","N","AP","Estado",886586,"Amapá"
73005,170297,177041,141482,113710,76323,77845,71125,2024,16,"RegN","N","AP","Estado",900828,"Amapá"
72674,168575,180022,144483,116979,75665,81182,75335,2025,16,"RegN","N","AP","Estado",914915,"Amapá"
72419,166833,182450,147850,120091,75040,84461,79717,2026,16,"RegN","N","AP","Estado",928861,"Amapá"
72242,165082,184275,151608,123042,74479,87671,84279,2027,16,"RegN","N","AP","Estado",942678,"Amapá"
72138,163366,185472,155658,125841,73988,90854,89042,2028,16,"RegN","N","AP","Estado",956359,"Amapá"
72101,161709,186040,159831,128519,73570,94085,94051,2029,16,"RegN","N","AP","Estado",969906,"Amapá"
72113,160127,186037,163954,131117,73232,97409,99315,2030,16,"RegN","N","AP","Estado",983304,"Amapá"
142553,275869,212336,158725,109752,141040,69400,76477,2000,17,"RegC","N","TO","Estado",1186152,"Tocantins"
144253,277498,220040,163639,113959,141435,72032,78417,2001,17,"RegC","N","TO","Estado",1211273,"Tocantins"
145775,278387,228155,168315,118278,141831,74937,80493,2002,17,"RegC","N","TO","Estado",1236171,"Tocantins"
147049,278770,236300,172907,122710,142245,78061,82741,2003,17,"RegC","N","TO","Estado",1260783,"Tocantins"
147999,279000,243886,177661,127260,142684,81320,85218,2004,17,"RegC","N","TO","Estado",1285028,"Tocantins"
148630,279322,250527,182740,131921,143070,84664,87950,2005,17,"RegC","N","TO","Estado",1308824,"Tocantins"
147614,279720,256285,188070,136694,144675,88103,90946,2006,17,"RegC","N","TO","Estado",1332107,"Tocantins"
146299,280220,261181,193560,141605,146106,91643,94194,2007,17,"RegC","N","TO","Estado",1354808,"Tocantins"
144724,280837,265172,199325,146553,147290,95287,97710,2008,17,"RegC","N","TO","Estado",1376898,"Tocantins"
142948,281519,268270,205520,151386,148145,99042,101504,2009,17,"RegC","N","TO","Estado",1398334,"Tocantins"
141037,282166,270495,212200,156032,148679,102912,105579,2010,17,"RegC","N","TO","Estado",1419100,"Tocantins"
139050,284048,271959,219315,160492,147585,106897,109929,2011,17,"RegC","N","TO","Estado",1439275,"Tocantins"
137037,285767,272742,226898,164745,146216,110999,114561,2012,17,"RegC","N","TO","Estado",1458965,"Tocantins"
135028,287280,273071,234558,168947,144605,115220,119455,2013,17,"RegC","N","TO","Estado",1478164,"Tocantins"
133055,288511,273275,241742,173345,142818,119560,124574,2014,17,"RegC","N","TO","Estado",1496880,"Tocantins"
131141,289394,273593,248065,178103,140909,124017,129904,2015,17,"RegC","N","TO","Estado",1515126,"Tocantins"
129286,289871,274004,253589,183161,138934,128592,135465,2016,17,"RegC","N","TO","Estado",1532902,"Tocantins"
127485,289901,274544,258332,188433,136931,133314,141254,2017,17,"RegC","N","TO","Estado",1550194,"Tocantins"
125747,289456,275215,262247,194033,134932,138093,147293,2018,17,"RegC","N","TO","Estado",1567016,"Tocantins"
124085,288519,275961,265344,200120,132971,142790,153601,2019,17,"RegC","N","TO","Estado",1583391,"Tocantins"
122499,287163,276686,267638,206747,131063,147330,160190,2020,17,"RegC","N","TO","Estado",1599316,"Tocantins"
121013,284141,278633,269200,213841,129215,151707,167071,2021,17,"RegC","N","TO","Estado",1614821,"Tocantins"
119647,280819,280423,270082,221382,127419,155887,174266,2022,17,"RegC","N","TO","Estado",1629925,"Tocantins"
118383,277265,282012,270500,228991,125686,160028,181756,2023,17,"RegC","N","TO","Estado",1644621,"Tocantins"
117203,273568,283321,270795,236126,124031,164359,189505,2024,17,"RegC","N","TO","Estado",1658908,"Tocantins"
116095,269808,284283,271194,242418,122448,169042,197504,2025,17,"RegC","N","TO","Estado",1672792,"Tocantins"
115049,266039,284844,271687,247921,120967,174012,205757,2026,17,"RegC","N","TO","Estado",1686276,"Tocantins"
114057,262288,284972,272301,252659,119603,179193,214303,2027,17,"RegC","N","TO","Estado",1699376,"Tocantins"
113115,258607,284629,273037,256584,118342,184690,223065,2028,17,"RegC","N","TO","Estado",1712069,"Tocantins"
112222,255035,283795,273857,259700,117165,190650,231933,2029,17,"RegC","N","TO","Estado",1724357,"Tocantins"
111370,251592,282539,274663,262034,116058,197127,240852,2030,17,"RegC","N","TO","Estado",1736235,"Tocantins"
734398,1458465,977263,681627,498349,712033,330883,401894,2000,21,"RegC","NE","MA","Estado",5794912,"Maranhão"
742268,1454239,1020497,695509,512711,706192,339613,408235,2001,21,"RegC","NE","MA","Estado",5879264,"Maranhão"
750771,1442869,1066737,709116,526999,703130,349534,415330,2002,21,"RegC","NE","MA","Estado",5964486,"Maranhão"
758396,1426641,1113117,723521,541184,703638,360440,423037,2003,21,"RegC","NE","MA","Estado",6049974,"Maranhão"
763554,1408987,1155447,740290,555230,708303,371968,431320,2004,21,"RegC","NE","MA","Estado",6135099,"Maranhão"
765243,1392589,1190825,760462,569135,716844,383875,440171,2005,21,"RegC","NE","MA","Estado",6219144,"Maranhão"
766404,1377404,1220447,783398,582992,725013,396197,449590,2006,21,"RegC","NE","MA","Estado",6301445,"Maranhão"
764700,1363716,1245458,808305,596983,733825,408927,459559,2007,21,"RegC","NE","MA","Estado",6381473,"Maranhão"
760173,1353292,1264387,836011,610948,741789,421936,470253,2008,21,"RegC","NE","MA","Estado",6458789,"Maranhão"
753035,1347867,1275428,867726,624605,747330,435074,481962,2009,21,"RegC","NE","MA","Estado",6533027,"Maranhão"
743677,1348202,1277709,903826,637936,749451,448243,494836,2010,21,"RegC","NE","MA","Estado",6603880,"Maranhão"
732403,1350459,1272516,943281,651024,751079,461406,508809,2011,21,"RegC","NE","MA","Estado",6670977,"Maranhão"
719528,1356103,1260946,985653,663819,749865,474565,523874,2012,21,"RegC","NE","MA","Estado",6734353,"Maranhão"
705496,1364451,1245152,1028371,677405,745830,487711,539885,2013,21,"RegC","NE","MA","Estado",6794301,"Maranhão"
690776,1374506,1228354,1067467,693268,739136,500790,556587,2014,21,"RegC","NE","MA","Estado",6850884,"Maranhão"
675876,1385005,1213028,1100211,712402,730104,513792,573823,2015,21,"RegC","NE","MA","Estado",6904241,"Maranhão"
660953,1394664,1198994,1127731,734139,719116,526780,591659,2016,21,"RegC","NE","MA","Estado",6954036,"Maranhão"
646128,1402181,1186466,1151163,757735,706547,539909,610100,2017,21,"RegC","NE","MA","Estado",7000229,"Maranhão"
631676,1406168,1177145,1169178,784038,692827,553070,629237,2018,21,"RegC","NE","MA","Estado",7043339,"Maranhão"
617737,1405274,1172693,1180027,814225,678418,566011,649193,2019,21,"RegC","NE","MA","Estado",7083578,"Maranhão"
604347,1398853,1173846,1182840,848691,663827,578713,670039,2020,21,"RegC","NE","MA","Estado",7121156,"Maranhão"
591673,1390218,1176824,1178837,886545,649245,591313,691776,2021,21,"RegC","NE","MA","Estado",7156431,"Maranhão"
579792,1377390,1183056,1168878,927349,634785,603756,714436,2022,21,"RegC","NE","MA","Estado",7189442,"Maranhão"
568497,1360750,1191868,1154854,968542,620694,616965,737836,2023,21,"RegC","NE","MA","Estado",7220006,"Maranhão"
557637,1340909,1202373,1139825,1006333,607101,632316,761698,2024,21,"RegC","NE","MA","Estado",7248192,"Maranhão"
547099,1318667,1213440,1126155,1038104,594040,650733,785854,2025,21,"RegC","NE","MA","Estado",7274092,"Maranhão"
536886,1294606,1223939,1113769,1065057,581684,671653,810458,2026,21,"RegC","NE","MA","Estado",7298052,"Maranhão"
527024,1269211,1232619,1102850,1088287,570108,694391,835660,2027,21,"RegC","NE","MA","Estado",7320150,"Maranhão"
517520,1243094,1238096,1094927,1106395,559112,719676,861389,2028,21,"RegC","NE","MA","Estado",7340209,"Maranhão"
508415,1216823,1239068,1091627,1117703,548541,748602,887540,2029,21,"RegC","NE","MA","Estado",7358319,"Maranhão"
499746,1190919,1234874,1093713,1121374,538286,781545,914147,2030,21,"RegC","NE","MA","Estado",7374604,"Maranhão"
312483,699113,491720,367799,275497,310907,188733,231199,2000,22,"RegC","NE","PI","Estado",2877451,"Piauí"
318704,691696,512152,373238,283539,304158,194082,234735,2001,22,"RegC","NE","PI","Estado",2912304,"Piauí"
323784,680227,533793,377943,291791,299767,199987,238357,2002,22,"RegC","NE","PI","Estado",2945649,"Piauí"
326757,665821,555163,382691,300079,298398,206316,242153,2003,22,"RegC","NE","PI","Estado",2977378,"Piauí"
326499,650107,574096,388636,308163,300675,212850,246307,2004,22,"RegC","NE","PI","Estado",3007333,"Piauí"
