"0-4 anos","10-19 anos","20-29 anos","30-39 anos","40-49 anos","5-9 anos","50-59 anos","60+ anos","Ano","Código","Região","Região oficial","Sigla","Tipo","Total","UF"
1452644,3246482,3068618,2721832,2037052,1542685,1386490,1334559,2019,"RegN",,,,"Regional",16790362,"Regional Norte"
1432145,3242466,3091737,2755032,2105786,1524654,1432791,1399108,2020,"RegN",,,,"Regional",16983719,"Regional Norte"
1412114,3223007,3122430,2783847,2177487,1505974,1480308,1466312,2021,"RegN",,,,"Regional",17171479,"Regional Norte"
1392955,3199790,3149372,2807543,2252288,1486552,1529035,1536256,2022,"RegN",,,,"Regional",17353791,"Regional Norte"
1374635,3173137,3172234,2828891,2327138,1466628,1579302,1608614,2023,"RegN",,,,"Regional",17530579,"Regional Norte"
1357175,3143697,3190529,2852158,2397538,1446405,1631513,1682902,2024,"RegN",,,,"Regional",17701917,"Regional Norte"
1340599,3111998,3204050,2879774,2460576,1426088,1685918,1758857,2025,"RegN",,,,"Regional",17867860,"Regional Norte"
1324902,3078244,3212899,2910940,2516544,1406236,1742343,1836587,2026,"RegN",,,,"Regional",18028695,"Regional Norte"
1310055,3042764,3217333,2945424,2565207,1387268,1800406,1916075,2027,"RegN",,,,"Regional",18184532,"Regional Norte"
1296038,3006161,3217837,2980566,2607276,1369128,1860626,1997616,2028,"RegN",,,,"Regional",18335248,"Regional Norte"
1282823,2968803,3215365,3012103,2644365,1351835,1923850,2081732,2029,"RegN",,,,"Regional",18480876,"Regional Norte"
1270318,2930938,3212004,3035943,2677723,1335422,1990279,2168752,2030,"RegN",,,,"Regional",18621379,"Regional Norte"
5971791,12292586,10243837,8352242,6266966,5946247,4151531,5045095,2000,"RegL",,,,"Regional",58270295,"Regional Leste"
5958753,12225476,10494195,8471775,6459694,5927399,4296280,5146957,2001,"RegL",,,,"Regional",58980529,"Regional Leste"
5931441,12124059,10761844,8578867,6658750,5914068,4453466,5251233,2002,"RegL",,,,"Regional",59673728,"Regional Leste"
5888290,12004568,11026378,8683174,6859218,5906367,4619335,5361950,2003,"RegL",,,,"Regional",60349280,"Regional Leste"
5828260,11890569,11257656,8798959,7053682,5903456,4788364,5485408,2004,"RegL",,,,"Regional",61006354,"Regional Leste"
5754662,11797993,11436021,8935442,7237419,5900085,4957213,5625324,2005,"RegL",,,,"Regional",61644159,"Regional Leste"
5668721,11725184,11566322,9089313,7411352,5893837,5125890,5781463,2006,"RegL",,,,"Regional",62262082,"Regional Leste"
5580713,11673195,11651237,9257186,7576169,5873557,5293066,5954587,2007,"RegL",,,,"Regional",62859710,"Regional Leste"
5491271,11639802,11691621,9441829,7730648,5837571,5461420,6142711,2008,"RegL",,,,"Regional",63436873,"Regional Leste"
5401499,11617665,11691567,9646677,7873403,5784769,5635557,6342638,2009,"RegL",,,,"Regional",63993775,"Regional Leste"
5312664,11597951,11655428,9871535,8004643,5718369,5817794,6552390,2010,"RegL",,,,"Regional",64530774,"Regional Leste"
5225173,11580510,11585828,10113137,8124816,5639096,6006457,6772961,2011,"RegL",,,,"Regional",65047978,"Regional Leste"
5139321,11554599,11484555,10371697,8233051,5556679,6201202,7004778,2012,"RegL",,,,"Regional",65545882,"Regional Leste"
5056067,11518453,11367349,10627746,8338771,5471656,6397428,7248077,2013,"RegL",,,,"Regional",66025547,"Regional Leste"
4976173,11469854,11257032,10852168,8455746,5384971,6588103,7503525,2014,"RegL",,,,"Regional",66487572,"Regional Leste"
4900246,11406464,11169105,11025993,8592858,5297632,6768730,7771485,2015,"RegL",,,,"Regional",66932513,"Regional Leste"
4828195,11326671,11101882,11153952,8746874,5210821,6940110,8051677,2016,"RegL",,,,"Regional",67360182,"Regional Leste"
4759833,11229393,11056163,11238726,8914537,5125583,7102908,8343614,2017,"RegL",,,,"Regional",67770757,"Regional Leste"
4694916,11113448,11029667,11281354,9098625,5042889,7256053,8647982,2018,"RegL",,,,"Regional",68164934,"Regional Leste"
4633111,10978610,11015049,11285907,9302490,4963509,7398305,8965997,2019,"RegL",,,,"Regional",68542978,"Regional Leste"
4574062,10828994,11003461,11256722,9525958,4888049,7529923,9297894,2020,"RegL",,,,"Regional",68905063,"Regional Leste"
4517570,10667026,10994406,11195814,9765981,4816492,7651420,9643119,2021,"RegL",,,,"Regional",69251828,"Regional Leste"
4463294,10503727,10977095,11103973,10022667,4748645,7761958,10001739,2022,"RegL",,,,"Regional",69583098,"Regional Leste"
4410687,10340409,10949751,10996289,10276912,4684203,7870261,10369531,2023,"RegL",,,,"Regional",69898043,"Regional Leste"
4359375,10178707,10910275,10894988,10500447,4622828,7989286,10740509,2024,"RegL",,,,"Regional",70196415,"Regional Leste"
4309150,10020186,10856446,10815243,10674827,4564193,8127419,11110693,2025,"RegL",,,,"Regional",70478157,"Regional Leste"
4259955,9865989,10786888,10755691,10804800,4508091,8281699,11480530,2026,"RegL",,,,"Regional",70743643,"Regional Leste"
4211854,9716955,10700517,10717129,10892883,4454184,8449036,11850079,2027,"RegL",,,,"Regional",70992637,"Regional Leste"
4164925,9573717,10595948,10697212,10939923,4401924,8631953,12218836,2028,"RegL",,,,"Regional",71224438,"Regional Leste"
4119137,9436720,10472907,10688803,10949969,4350936,8833604,12586751,2029,"RegL",,,,"Regional",71438827,"Regional Leste"
4074314,9306216,10335330,10683268,10927273,4301014,9053839,12954287,2030,"RegL",,,,"Regional",71635541,"Regional Leste"
2389325,4867642,3968110,3097082,2198358,2370102,1371956,1467148,2000,"RegC",,,,"Regional",21729723,"Regional Centro"
2412627,4868351,4089118,3166533,2281766,2365971,1426161,1509291,2001,"RegC",,,,"Regional",22119818,"Regional Centro"
2432871,4854384,4217282,3232194,2366839,2364966,1485830,1553888,2002,"RegC",,,,"Regional",22508254,"Regional Centro"
2448476,4831100,4345497,3297427,2452644,2367729,1550025,1601357,2003,"RegC",,,,"Regional",22894255,"Regional Centro"
2457734,4806368,4463182,3367322,2537861,2374607,1617197,1652625,2004,"RegC",,,,"Regional",23276896,"Regional Centro"
2460357,4785853,4563304,3445150,2621584,2384324,1686364,1708272,2005,"RegC",,,,"Regional",23655208,"Regional Centro"
2444261,4769763,4647057,3529640,2704121,2407593,1757495,1768507,2006,"RegC",,,,"Regional",24028437,"Regional Centro"
2424648,4759170,4714838,3619580,2785926,2427885,1830278,1833558,2007,"RegC",,,,"Regional",24395883,"Regional Centro"
2401636,4754899,4766103,3716127,2866067,2443604,1904866,1903707,2008,"RegC",,,,"Regional",24757009,"Regional Centro"
2375736,4756478,4801249,3820762,2943169,2453054,1981667,1979314,2009,"RegC",,,,"Regional",25111429,"Regional Centro"
2347639,4762370,4821257,3933535,3016753,2455945,2060806,2060566,2010,"RegC",,,,"Regional",25458871,"Regional Centro"
2317863,4783820,4826776,4053115,3086964,2440194,2141888,2147390,2011,"RegC",,,,"Regional",25798010,"Regional Centro"
2286899,4804679,4818135,4179378,3153412,2420953,2224723,2239781,2012,"RegC",,,,"Regional",26127960,"Regional Centro"
2255358,4824017,4800618,4305508,3219391,2398308,2308442,2337418,2013,"RegC",,,,"Regional",26449060,"Regional Centro"
2223776,4840526,4781794,4421189,3289764,2372692,2391721,2439866,2014,"RegC",,,,"Regional",26761328,"Regional Centro"
2192681,4852732,4766959,4519631,3367691,2344697,2473667,2546803,2015,"RegC",,,,"Regional",27064861,"Regional Centro"
2162325,4859390,4755961,4601968,3451852,2314977,2554512,2658352,2016,"RegC",,,,"Regional",27359337,"Regional Centro"
2132936,4859268,4749707,4668649,3541121,2284117,2634604,2774413,2017,"RegC",,,,"Regional",27644815,"Regional Centro"
2104761,4851036,4748801,4719390,3636695,2252669,2713065,2895370,2018,"RegC",,,,"Regional",27921787,"Regional Centro"
2077872,4833628,4752529,4754703,3740011,2221163,2788587,3021901,2019,"RegC",,,,"Regional",28190394,"Regional Centro"
2052210,4807486,4759210,4775543,3851141,2190132,2860708,3154273,2020,"RegC",,,,"Regional",28450703,"Regional Centro"
2027828,4761286,4780394,4782684,3969035,2159908,2929722,3292391,2021,"RegC",,,,"Regional",28703248,"Regional Centro"
2004652,4710616,4800303,4776416,4093538,2130737,2995380,3436411,2022,"RegC",,,,"Regional",28948053,"Regional Centro"
1982341,4656080,4818063,4761539,4217837,2102795,3060700,3585177,2023,"RegC",,,,"Regional",29184532,"Regional Centro"
1960667,4598668,4832570,4745363,4331923,2076138,3130248,3737015,2024,"RegC",,,,"Regional",29412592,"Regional Centro"
1939478,4539488,4842614,4732969,4429196,2050705,3207000,3890782,2025,"RegC",,,,"Regional",29632232,"Regional Centro"
1918724,4479562,4847207,4724367,4510918,2026536,3289782,4046777,2026,"RegC",,,,"Regional",29843873,"Regional Centro"
1898396,4419699,4845232,4720349,4577546,2003554,3377550,4205216,2027,"RegC",,,,"Regional",30047542,"Regional Centro"
1878533,4360590,4835407,4721220,4628657,1981440,3471317,4365579,2028,"RegC",,,,"Regional",30242743,"Regional Centro"
1859178,4302781,4816778,4726219,4664858,1959959,3572379,4527263,2029,"RegC",,,,"Regional",30429415,"Regional Centro"
1840337,4246720,4789757,4733747,4687169,1938979,3680770,4690090,2030,"RegC",,,,"Regional",30607569,"Regional Centro"
7342574,15614859,14382150,12902241,10179059,7416635,6416599,7109710,2000,"RegS",,,,"Regional",81363827,"Regional Sul"
7338313,15556351,14610541,12999715,10497337,7399019,6695559,7321200,2001,"RegS",,,,"Regional",82418035,"Regional Sul"
7309827,15460126,14866883,13076181,10809959,7384091,6996459,7542075,2002,"RegS",,,,"Regional",83445601,"Regional Sul"
7258546,15342581,15129431,13144664,11110282,7370655,7313400,7777089,2003,"RegS",,,,"Regional",84446648,"Regional Sul"
7186108,15227557,15365937,13224048,11388949,7357179,7637961,8033489,2004,"RegS",,,,"Regional",85421228,"Regional Sul"
7095994,15130573,15555510,13326629,11640150,7340523,7964301,8315775,2005,"RegS",,,,"Regional",86369455,"Regional Sul"
6975135,15052376,15698056,13451431,11864792,7334398,8291178,8624144,2006,"RegS",,,,"Regional",87291510,"Regional Sul"
6859105,14997025,15789937,13598157,12063470,7304067,8616043,8959642,2007,"RegS",,,,"Regional",88187446,"Regional Sul"
6747654,14958304,15835392,13768344,12236810,7250952,8938510,9321377,2008,"RegS",,,,"Regional",89057343,"Regional Sul"
6640981,14923553,15844206,13962797,12386370,7176671,9259422,9707585,2009,"RegS",,,,"Regional",89901585,"Regional Sul"
6539304,14882583,15824363,14179785,12514735,7084733,9578340,10117000,2010,"RegS",,,,"Regional",90720843,"Regional Sul"
6443122,14853707,15771662,14420841,12623263,6962612,9893387,10550580,2011,"RegS",,,,"Regional",91519174,"Regional Sul"
6352780,14804409,15680603,14689532,12711527,6846035,10203869,11008674,2012,"RegS",,,,"Regional",92297429,"Regional Sul"
6267989,14734594,15566923,14963589,12791788,6734501,10503153,11490250,2013,"RegS",,,,"Regional",93052787,"Regional Sul"
6188321,14644483,15454545,15211006,12882352,6628179,10782168,11994461,2014,"RegS",,,,"Regional",93785515,"Regional Sul"
6113139,14534564,15359141,15411066,12995176,6527246,11035207,12520226,2015,"RegS",,,,"Regional",94495765,"Regional Sul"
6042151,14405920,15282629,15564277,13129699,6432080,11263367,13066909,2016,"RegS",,,,"Regional",95187032,"Regional Sul"
5974826,14259239,15229319,15666957,13285752,6342789,11467150,13633318,2017,"RegS",,,,"Regional",95859350,"Regional Sul"
5910228,14095149,15192536,15722577,13464435,6258958,11646862,14218203,2018,"RegS",,,,"Regional",96508948,"Regional Sul"
5847705,13915376,15159977,15740804,13666569,6180165,11803915,14820768,2019,"RegS",,,,"Regional",97135279,"Regional Sul"
5786841,13723537,15121674,15729550,13890443,6105759,11940699,15439387,2020,"RegS",,,,"Regional",97737890,"Regional Sul"
5727029,13506486,15094609,15683647,14136652,6035151,12057860,16072469,2021,"RegS",,,,"Regional",98313903,"Regional Sul"
5667721,13299686,15046316,15598020,14408693,5967884,12154892,16719355,2022,"RegS",,,,"Regional",98862567,"Regional Sul"
5608769,13103116,14977608,15489735,14685671,5903361,12244035,17373275,2023,"RegS",,,,"Regional",99385570,"Regional Sul"
5550034,12916592,14888489,15382449,14936190,5840954,12342802,18024659,2024,"RegS",,,,"Regional",99882169,"Regional Sul"
5491462,12739681,14779177,15291746,15139880,5780233,12462629,18666957,2025,"RegS",,,,"Regional",100351765,"Regional Sul"
5432957,12571912,14649742,15218434,15296337,5720526,12602517,19299916,2026,"RegS",,,,"Regional",100792341,"Regional Sul"
5374688,12412981,14500903,15166810,15401788,5661263,12762250,19922636,2027,"RegS",,,,"Regional",101203319,"Regional Sul"
5316990,12262192,14334141,15131484,15460566,5602351,12943389,20534643,2028,"RegS",,,,"Regional",101585756,"Regional Sul"
5259929,12118500,14151235,15100262,15482254,5543658,13146766,21136447,2029,"RegS",,,,"Regional",101939051,"Regional Sul"
5203342,11980868,13955880,15063152,15474687,5485123,13370742,21728634,2030,"RegS",,,,"Regional",102262428,"Regional Sul"
17314510,35616351,30815410,25933988,19707919,17273758,12550679,14235731,2000,"BR",,,,"País",173448346,"Brasil"
17333637,35522302,31490857,26271621,20348754,17252925,13056649,14608484,2001,"BR",,,,"País",175885229,"Brasil"
17309347,35335966,32221743,26573155,20991951,17241043,13605405,14997518,2002,"BR",,,,"País",178276128,"Brasil"
17240518,35098271,32955624,26865008,21624936,17236778,14186136,15411837,2003,"BR",,,,"País",180619108,"Brasil"
17126610,34868905,33614785,27185879,22229587,17237068,14782930,15865723,2004,"BR",,,,"País",182911487,"Brasil"
16975813,34687521,34148588,27560859,22794503,17230352,15385289,16367881,2005,"BR",,,,"País",185150806,"Brasil"
16748883,34552489,34563265,27984156,23321778,17254039,15991885,16918642,2006,"BR",,,,"País",187335137,"Brasil"
16518269,34469715,34857988,28450459,23813086,17234647,16598491,17520100,2007,"BR",,,,"País",189462755,"Brasil"
16284481,34428826,35038056,28965759,24267264,17170904,17206992,18170157,2008,"BR",,,,"País",191532439,"Brasil"
16049820,34404812,35119421,29536642,24683665,17062172,17822490,18864947,2009,"BR",,,,"País",193543969,"Brasil"
15816957,34372834,35116660,30161388,25065005,16916587,18446512,19601854,2010,"BR",,,,"País",195497797,"Brasil"
15587805,34378112,35028394,30836584,25413209,16695060,19075145,20382709,2011,"BR",,,,"País",197397018,"Brasil"
15363958,34350050,34850594,31566134,25726603,16469622,19707179,21208322,2012,"BR",,,,"País",199242462,"Brasil"
15147056,34285553,34622971,32298433,26030557,16240430,20330396,22077318,2013,"BR",,,,"País",201032714,"Brasil"
14938133,34180860,34404196,32957427,26362474,16009509,20927345,22988618,2014,"BR",,,,"País",202768562,"Brasil"
14737740,34032443,34233231,33493662,26746623,15779109,21486956,23940885,2015,"BR",,,,"País",204450649,"Brasil"
14545488,33838608,34109255,33913740,27177692,15551873,22011315,24933461,2016,"BR",,,,"País",206081432,"Brasil"
14360778,33598025,34038050,34216865,27650731,15329961,22501900,25964619,2017,"BR",,,,"País",207660929,"Brasil"
14182966,33309377,34008604,34408072,28171378,15114823,22957419,27034163,2018,"BR",,,,"País",209186802,"Brasil"
14011332,32974096,33996173,34503246,28746122,14907522,23377297,28143225,2019,"BR",,,,"País",210659013,"Brasil"
13845258,32602483,33976082,34516847,29373328,14708594,23764121,29290662,2020,"BR",,,,"País",212077375,"Brasil"
13684541,32157805,33991839,34445992,30049155,14517525,24119310,30474291,2021,"BR",,,,"País",213440458,"Brasil"
13528622,31713819,33973086,34285952,30777186,14333818,24441265,31693761,2022,"BR",,,,"País",214747509,"Brasil"
13376432,31272742,33917656,34076454,31507558,14156987,24754298,32936597,2023,"BR",,,,"País",215998724,"Brasil"
13227251,30837664,33821863,33874958,32166098,13986325,25093849,34185085,2024,"BR",,,,"País",217193093,"Brasil"
13080689,30411353,33682287,33719732,32704479,13821219,25482966,35427289,2025,"BR",,,,"País",218330014,"Brasil"
12936538,29995707,33496736,33609432,33128599,13661389,25916341,36663810,2026,"BR",,,,"País",219408552,"Brasil"
12794993,29592399,33263985,33549712,33437424,13506269,26389242,37894006,2027,"BR",,,,"País",220428030,"Brasil"
12656486,29202660,32983333,33530482,33636422,13354843,26907285,39116674,2028,"BR",,,,"País",221388185,"Brasil"
12521067,28826804,32656285,33527387,33741446,13206388,27476599,40332193,2029,"BR",,,,"País",222288169,"Brasil"
12388311,28464742,32292971,33516110,33766852,13060538,28095630,41541763,2030,"BR",,,,"País",223126917,"Brasil"
1199891,2434195,2286791,1888931,1314760,1206122,782940,757578,2000,"CO",,,,"Região",11871208,"Região Centro-oeste"
1207402,2444918,2336429,1934147,1371557,1214186,820434,787904,2001,"CO",,,,"Região",12116977,"Região Centro-oeste"
1212541,2452901,2388597,1976820,1429771,1220238,861372,819708,2002,"CO",,,,"Região",12361948,"Região Centro-oeste"
1216274,2459868,2440917,2018308,1488671,1223448,905208,853426,2003,"CO",,,,"Região",12606120,"Região Centro-oeste"
1219682,2468274,2489753,2060735,1547208,1222945,951059,889780,2004,"CO",,,,"Região",12849436,"Região Centro-oeste"
1224502,2479430,2532889,2105423,1604644,1217448,998363,929211,2005,"CO",,,,"Região",13091910,"Região Centro-oeste"
1213750,2493271,2569794,2152160,1661128,1224649,1047055,971825,2006,"CO",,,,"Região",13333632,"Região Centro-oeste"
1203274,2510132,2599154,2201032,1716814,1229517,1096863,1017790,2007,"CO",,,,"Região",13574576,"Região Centro-oeste"
1193074,2527508,2622799,2251971,1771209,1232969,1148005,1067190,2008,"CO",,,,"Região",13814725,"Região Centro-oeste"
1183288,2541426,2643989,2304708,1823654,1236059,1200908,1120118,2009,"CO",,,,"Região",14054150,"Região Centro-oeste"
1174003,2548345,2665033,2358831,1873853,1240505,1255735,1176640,2010,"CO",,,,"Região",14292945,"Região Centro-oeste"
1165251,2565735,2683996,2414613,1921784,1229357,1312156,1236866,2011,"CO",,,,"Região",14529758,"Região Centro-oeste"
1157041,2578089,2699012,2472547,1967169,1218470,1369984,1300874,2012,"CO",,,,"Região",14763186,"Região Centro-oeste"
1149329,2585528,2711961,2530153,2011306,1207867,1428519,1368528,2013,"CO",,,,"Região",14993191,"Região Centro-oeste"
1141945,2588315,2725370,2583665,2056214,1197681,1486721,1439697,2014,"CO",,,,"Região",15219608,"Região Centro-oeste"
1134650,2586977,2740537,2630784,2103167,1188008,1543866,1514243,2015,"CO",,,,"Região",15442232,"Região Centro-oeste"
1127422,2582327,2757307,2670871,2151881,1178901,1600081,1592198,2016,"CO",,,,"Região",15660988,"Região Centro-oeste"
1120374,2575210,2776072,2702542,2202438,1170368,1655444,1673459,2017,"CO",,,,"Região",15875907,"Região Centro-oeste"
1113510,2566573,2794370,2727626,2254778,1162324,1709445,1758270,2018,"CO",,,,"Região",16086896,"Região Centro-oeste"
1106826,2557683,2808217,2749337,2308607,1154594,1761421,1847089,2019,"CO",,,,"Região",16293774,"Região Centro-oeste"
1100348,2550404,2814060,2769911,2363494,1146955,1811091,1940077,2020,"CO",,,,"Região",16496340,"Região Centro-oeste"
1094044,2527992,2829705,2787973,2419903,1139426,1858531,2037143,2021,"CO",,,,"Região",16694717,"Região Centro-oeste"
1087820,2506225,2840001,2802252,2478415,1132150,1903624,2138370,2022,"CO",,,,"Região",16888857,"Região Centro-oeste"
1081640,2485128,2844997,2814498,2536457,1125079,1947599,2242977,2023,"CO",,,,"Região",17078375,"Região Centro-oeste"
1075501,2464745,2844921,2827225,2590291,1118211,1992371,2349830,2024,"CO",,,,"Região",17263095,"Região Centro-oeste"
1069406,2444976,2840293,2841726,2637619,1111570,2039151,2458116,2025,"CO",,,,"Região",17442857,"Região Centro-oeste"
1063301,2425946,2831918,2857939,2677880,1105099,2087681,2567928,2026,"CO",,,,"Região",17617692,"Região Centro-oeste"
1057132,2407794,2820652,2876217,2709762,1098702,2138041,2679217,2027,"CO",,,,"Região",17787517,"Região Centro-oeste"
1050905,2390413,2807465,2894008,2734997,1092361,2190138,2791735,2028,"CO",,,,"Região",17952022,"Região Centro-oeste"
1044604,2373627,2793684,2907333,2756806,1086069,2243654,2905259,2029,"CO",,,,"Região",18111036,"Região Centro-oeste"
1038194,2357233,2781209,2912659,2777434,1079846,2298153,3019672,2030,"CO",,,,"Região",18264400,"Região Centro-oeste"
1753373,3117133,2433649,1741148,1173288,1681814,679993,690254,2000,"N",,,,"Região",13270652,"Região Norte"
1768197,3149622,2517043,1797237,1223916,1701971,710681,709453,2001,"N",,,,"Região",13578120,"Região Norte"
1780983,3175784,2603889,1854228,1274681,1719749,744587,730815,2002,"N",,,,"Região",13884716,"Região Norte"
1792255,3198792,2690618,1912650,1325502,1734272,781437,754182,2003,"N",,,,"Região",14189708,"Região Norte"
1802507,3223411,2771896,1973211,1376355,1744510,820728,779419,2004,"N",,,,"Região",14492037,"Região Norte"
1813430,3252424,2844280,2036378,1427271,1748490,862075,806460,2005,"N",,,,"Região",14790808,"Região Norte"
1808380,3284886,2908115,2101842,1478207,1762886,905425,835474,2006,"N",,,,"Região",15085215,"Região Norte"
1800102,3320545,2963157,2169096,1529126,1775244,950747,866507,2007,"N",,,,"Região",15374524,"Região Norte"
1788644,3356658,3010112,2238784,1580292,1786067,997483,900072,2008,"N",,,,"Região",15658112,"Região Norte"
1774552,3388635,3050669,2311926,1632109,1795823,1044886,936914,2009,"N",,,,"Região",15935514,"Região Norte"
1758387,3412096,3086107,2388733,1684906,1806219,1092484,977477,2010,"N",,,,"Região",16206409,"Região Norte"
1740697,3444123,3116087,2468806,1738658,1800743,1140310,1021707,2011,"N",,,,"Região",16471131,"Região Norte"
1721995,3472130,3140043,2552425,1793358,1792171,1188384,1069650,2012,"N",,,,"Região",16730156,"Região Norte"
1702670,3495769,3161152,2636148,1849554,1780570,1236593,1121028,2013,"N",,,,"Região",16983484,"Região Norte"
1682918,3514508,3184100,2714806,1907957,1766485,1284913,1175340,2014,"N",,,,"Região",17231027,"Região Norte"
1662815,3528077,3211619,2785037,1969001,1750443,1333369,1232275,2015,"N",,,,"Região",17472636,"Região Norte"
1642103,3536498,3242787,2847132,2032428,1732929,1381918,1291988,2016,"N",,,,"Região",17707783,"Região Norte"
1620668,3540026,3277405,2900865,2097754,1714403,1430552,1354528,2017,"N",,,,"Região",17936201,"Região Norte"
1598808,3539200,3312815,2946998,2165656,1695239,1479532,1419901,2018,"N",,,,"Região",18158149,"Região Norte"
1576729,3535001,3344579,2987176,2237172,1675656,1529280,1488160,2019,"N",,,,"Região",18373753,"Região Norte"
1554644,3529629,3368423,3022670,2312533,1655717,1580121,1559298,2020,"N",,,,"Região",18583035,"Região Norte"
1533127,3507148,3401063,3053047,2391328,1635189,1632015,1633383,2021,"N",,,,"Região",18786300,"Região Norte"
1512602,3480609,3429795,3077625,2473670,1613971,1684922,1710522,2022,"N",,,,"Região",18983716,"Região Norte"
1493018,3450402,3454246,3099391,2556129,1592314,1739330,1790370,2023,"N",,,,"Região",19175200,"Região Norte"
1474378,3417265,3473850,3122953,2633664,1570436,1795872,1872407,2024,"N",,,,"Região",19360825,"Região Norte"
1456694,3381806,3488333,3150968,2702994,1548536,1854960,1956361,2025,"N",,,,"Região",19540652,"Região Norte"
1439951,3344283,3497743,3182627,2764465,1527203,1916355,2042344,2026,"N",,,,"Região",19714971,"Região Norte"
1424112,3305052,3502305,3217725,2817866,1506871,1979599,2130378,2027,"N",,,,"Região",19883908,"Região Norte"
1409153,3264768,3502466,3253603,2863860,1487470,2045316,2220681,2028,"N",,,,"Região",20047317,"Região Norte"
1395045,3223838,3499160,3285960,2904065,1469000,2114500,2313665,2029,"N",,,,"Região",20205233,"Região Norte"
1381688,3182530,3494543,3310606,2939757,1451480,2187406,2409604,2030,"N",,,,"Região",20357614,"Região Norte"
5393574,11240994,8571096,6566576,4671583,5394073,3180227,3927917,2000,"NE",,,,"Região",48946040,"Região Nordeste"
5406893,11179459,8845323,6695315,4825446,5348916,3273577,3998141,2001,"NE",,,,"Região",49573070,"Região Nordeste"
5412793,11073817,9139557,6811867,4989079,5315141,3374750,4071080,2002,"NE",,,,"Região",50188084,"Região Nordeste"
5406326,10940239,9433119,6925177,5158702,5295534,3481897,4148914,2003,"NE",,,,"Região",50789908,"Região Nordeste"
5382364,10802712,9695288,7048703,5328490,5291785,3592081,4235443,2004,"NE",,,,"Região",51376866,"Região Nordeste"
5340156,10678667,9905393,7191382,5494540,5300366,3703730,4332868,2005,"NE",,,,"Região",51947102,"Região Nordeste"
5276284,10567131,10069922,7349167,5657590,5320781,3817088,4441078,2006,"NE",,,,"Região",52499041,"Região Nordeste"
5205830,10469620,10194176,7517307,5818547,5334061,3931386,4560630,2007,"NE",,,,"Região",53031557,"Região Nordeste"
5129273,10391104,10272985,7701464,5974242,5335191,4049546,4690064,2008,"NE",,,,"Região",53543869,"Região Nordeste"
5047890,10334011,10301479,7909610,6120245,5319009,4176201,4827108,2009,"NE",,,,"Região",54035553,"Região Nordeste"
4963397,10296683,10278344,8144275,6254753,5284692,4313823,4970384,2010,"NE",,,,"Região",54506351,"Região Nordeste"
4876561,10280970,10210198,8399972,6378461,5228261,4461037,5120423,2011,"NE",,,,"Região",54955883,"Região Nordeste"
4788074,10269298,10102326,8675336,6490660,5164162,4617535,5277442,2012,"NE",,,,"Região",55384833,"Região Nordeste"
4699558,10259222,9970211,8951030,6600145,5092730,4779895,5441916,2013,"NE",,,,"Região",55794707,"Região Nordeste"
4612580,10246989,9836753,9197656,6719856,5015010,4942635,5614711,2014,"NE",,,,"Região",56186190,"Região Nordeste"
4528704,10227943,9718626,9395505,6858378,4932376,5102075,5796474,2015,"NE",,,,"Região",56560081,"Região Nordeste"
4448444,10197793,9614525,9550954,7011696,4846505,5258818,5987201,2016,"NE",,,,"Região",56915936,"Região Nordeste"
4372056,10152550,9525459,9669437,7175257,4758950,5413745,6186705,2017,"NE",,,,"Região",57254159,"Região Nordeste"
4299747,10087698,9456067,9746338,7354712,4671324,5564033,6396390,2018,"NE",,,,"Região",57576309,"Região Nordeste"
4231410,9999220,9408447,9776998,7557838,4585197,5705590,6618349,2019,"NE",,,,"Região",57883049,"Região Nordeste"
4166688,9887621,9380750,9760207,7787149,4502130,5836784,6853583,2020,"NE",,,,"Região",58174912,"Região Nordeste"
4105442,9751152,9374528,9701576,8037517,4422736,5958422,7101787,2021,"NE",,,,"Região",58453160,"Região Nordeste"
4047286,9605971,9372309,9604701,8307413,4347261,6069717,7363137,2022,"NE",,,,"Região",58717795,"Região Nordeste"
3991368,9453689,9371751,9484032,8577813,4275822,6178651,7634683,2023,"NE",,,,"Região",58967809,"Região Nordeste"
3937099,9296777,9369469,9361691,8820338,4208288,6297374,7912109,2024,"NE",,,,"Região",59203145,"Região Nordeste"
3884147,9138068,9361193,9253822,9015929,4144335,6433963,8192514,2025,"NE",,,,"Região",59423971,"Região Nordeste"
3832465,8979822,9343141,9159519,9171097,4083822,6584823,8476535,2026,"NE",,,,"Região",59631224,"Região Nordeste"
3782147,8823807,9311406,9079719,9291038,4026372,6745658,8764745,2027,"NE",,,,"Região",59824892,"Região Nordeste"
3733325,8671637,9261266,9018673,9370922,3971123,6921596,9055616,2028,"NE",,,,"Região",60004158,"Região Nordeste"
3686096,8524731,9188671,8978552,9406256,3917490,7119978,9347304,2029,"NE",,,,"Região",60169078,"Região Nordeste"
3640449,8384270,9093886,8957727,9395840,3865149,7343199,9639264,2030,"NE",,,,"Região",60319784,"Região Nordeste"
2289560,4852312,4278714,4052553,3208691,2377838,2073468,2253081,2000,"S",,,,"Região",25386217,"Região Sul"
2270892,4847169,4341851,4067498,3310934,2371238,2159871,2322582,2001,"S",,,,"Região",25692035,"Região Sul"
2246931,4829980,4419925,4070036,3413438,2360439,2252361,2396052,2002,"S",,,,"Região",25989162,"Região Sul"
2219978,4805921,4505118,4065762,3513224,2344230,2349231,2474568,2003,"S",,,,"Região",26278032,"Região Sul"
